source_id,path,kelas,label,subjenis,source_set,sha256,file_size_bytes,readable,width,height,extension,group_id
a10f0a7e53bd,dataset_batik/batik/Solo_Parang/0030.jpg,batik,1,Solo_Parang,development,dc79f0d114b44f8437cf7fa935803823f9f0cca32e452e941c743cba5011e2c8,19256,True,224,224,.jpg,a10f0a7e53bd
798dd241fbb7,dataset_batik/batik/Solo_Parang/0031.jpg,batik,1,Solo_Parang,development,1182e7f121c57cfeaaaf60534ce95f20f900609d5421c7db5578a221d9489b1a,15536,True,224,224,.jpg,798dd241fbb7
3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,development,3920f2398cd72a046c597dfd2f95bcbb60959901b228dd8307635adf31888dd2,15172,True,224,224,.jpg,grp_3db0cabb6a47
6dc41f6c55a3,dataset_batik/batik/Solo_Parang/0033.jpg,batik,1,Solo_Parang,development,5c99ce7c52af70977ff9406427e1e2e8bfe4ead0f76f60176bbc6a39e42459db,19136,True,224,224,.jpg,6dc41f6c55a3
204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,development,234bf3bfac63124758f3f5c604fb0855822e52f75de1d7cb76d4c2a43533d2de,16980,True,224,224,.jpg,grp_204cc85f05f5
a592c69656eb,dataset_batik/batik/Solo_Parang/0036.jpg,batik,1,Solo_Parang,development,e9a251133112eda5632c64a5cc46cdbd55fcb17a9b43a348c52d2399f1a920bf,16523,True,224,224,.jpg,a592c69656eb
050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,development,5b0141dce03ea9622c35b9f7ae261f0d3d2e959c05e92698fe8f603272ba18b3,18873,True,224,224,.jpg,050046f947a6
37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,development,470bf9d955f504365c71d17ab6c9b51cd6408a904ea2ebdcf92422fe9ceb06a6,20091,True,224,224,.jpg,37dc41276bd9
e9fd42eb86e9,dataset_batik/batik/Solo_Parang/0039.jpg,batik,1,Solo_Parang,development,d51274e02d66821a8b30b12fd2d4eaf043d283ce1b196270b69d2127af48b32e,17211,True,224,224,.jpg,e9fd42eb86e9
4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,development,3cbffe91d4c7fbdf137c8d2fcb2a7c2fa41128665631e83e1e59e0ea3183a7a8,15711,True,224,224,.jpg,4ce26e238996
8eabcd2abffa,dataset_batik/batik/Solo_Parang/0040.jpg,batik,1,Solo_Parang,development,6e7ad786a437056b6639de8247be1076525c08ae6af240af675fcaff9c25b058,15179,True,224,224,.jpg,grp_3db0cabb6a47
ef0f096eef7d,dataset_batik/batik/Solo_Parang/007.jpg,batik,1,Solo_Parang,development,a8673783a2c89de9d090ea76822807dedcee7441f10785636a24dde50356361b,20709,True,224,224,.jpg,ef0f096eef7d
68d05da78831,dataset_batik/batik/Solo_Parang/009.jpg,batik,1,Solo_Parang,development,cf0a0a5668a2dc0e7aa2491a7ed5f7e2ee6f500a938aced5e9d2073f2409fbd0,14760,True,224,224,.jpg,68d05da78831
7fbd1b9fbaf8,dataset_batik/batik/SulawesiSelatan_Lontara/0013.jpg,batik,1,SulawesiSelatan_Lontara,development,c14626a8d55c6bb479dc1de58172d39f7d2bf2610f4f6022c59099dc1c569854,20094,True,224,224,.jpg,7fbd1b9fbaf8
1ebf8c8980d8,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,batik,1,SulawesiSelatan_Lontara,development,76ced28a7036625495ca9285e3acd3797340edcec6dd9612e874d7d6b68e4539,14906,True,224,224,.jpg,1ebf8c8980d8
e49dc5a7d4dd,dataset_batik/batik/SulawesiSelatan_Lontara/0018.jpg,batik,1,SulawesiSelatan_Lontara,development,039e9833f73bd521f501ef8d477a83b5d813d4e16d4c21e5f0820f67603f7f7f,20350,True,224,224,.jpg,e49dc5a7d4dd
17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,development,e6a3c659c87a57c32d39aeee9dc2a45332b6dc5b091dd8ec1180bb01128712d8,13844,True,224,224,.jpg,17204d5eeb3c
5dc0a5b5e0e3,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,batik,1,SulawesiSelatan_Lontara,development,f2ff50bb397911107758ae72e9b4cfddb5c16ef78fecaeb21aa22610e5ba6ba0,12648,True,224,224,.jpg,5dc0a5b5e0e3
72312efd43da,dataset_batik/batik/SulawesiSelatan_Lontara/0034.jpg,batik,1,SulawesiSelatan_Lontara,development,0d88e0b595e4695572e83532480b67eaaf59f7a351b03542752ad52e57501705,16689,True,224,224,.jpg,72312efd43da
8044eaaa01ee,dataset_batik/batik/SulawesiSelatan_Lontara/0036.jpg,batik,1,SulawesiSelatan_Lontara,development,a0ffea51fda20a0af723910ce882616a7573605363e7af1a70f4e37d6c1cd85e,12221,True,224,224,.jpg,8044eaaa01ee
339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,development,77f613ae254e131f33ff16b437c9fa40712a0fb504b1ba5fb1ed372de023f07a,19301,True,224,224,.jpg,339148643a6c
0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,development,1a23dfc564068d90115351c43321c2d2f8f57fb9840ee145de03b12d9e58b68c,19290,True,224,224,.jpg,0cda161b73d8
482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,development,81effa223d912e7dc33c34c3a703b94a15fcd4fb84e35805694c6b6d98389eb8,15019,True,224,224,.jpg,482d00c6689f
4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,development,afd9b97686ee0831393902a6cd778a61a95ae420a0d500951563c520f5464d9a,22374,True,224,224,.jpg,4296840cb96e
8bf4cb106e92,dataset_batik/batik/SumateraBarat_Rumah_Minang/0013.jpg,batik,1,SumateraBarat_Rumah_Minang,development,274b2c4d3a3f8bac1db71e10cc5ada3c41be1bd987c948cf960d1d7bc943615c,17187,True,224,224,.jpg,8bf4cb106e92
2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,development,28610b1fe5e751d369f40ba715365f37e39a10a5931f095a124a782cf6d4375f,17595,True,224,224,.jpg,2a17bd6593bc
73e531fe1cee,dataset_batik/batik/SumateraBarat_Rumah_Minang/0015.jpg,batik,1,SumateraBarat_Rumah_Minang,development,6d36e80d76e503a44e448a52559bb42065a4074edd0c8b7d4f9550d63c8ecad7,19566,True,224,224,.jpg,73e531fe1cee
494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,development,308670e992a898b10ef19320d145e2e7886a7f613f0f11bdf8d230972952a79d,14464,True,224,224,.jpg,494cc5d151c0
8be73861e239,dataset_batik/batik/SumateraBarat_Rumah_Minang/0018.jpg,batik,1,SumateraBarat_Rumah_Minang,development,f95111d9f275c10e16546ba90fb81d3708c938f3706daa40eb380c6dae7fa87f,18449,True,224,224,.jpg,8be73861e239
95f29eea7980,dataset_batik/batik/SumateraBarat_Rumah_Minang/0019.jpg,batik,1,SumateraBarat_Rumah_Minang,development,e328f6fb4e91abb6d8201ecf56ad70e2efe6349e5999d8daf15f21e363f1c89b,20960,True,224,224,.jpg,95f29eea7980
8302690a77c5,dataset_batik/batik/SumateraBarat_Rumah_Minang/002.jpg,batik,1,SumateraBarat_Rumah_Minang,development,e1f1521db0bf2246027d1310fe4177aed3ab4b9bcfc1b0e0beada73ca69fb773,15980,True,224,224,.jpg,8302690a77c5
1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,development,597c3cf0c6d5354c2827cc14e63dd0578f5c86f2b072a0a233543dee37c9c360,19463,True,224,224,.jpg,1a750a1ff1bb
a291e5c48a49,dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,batik,1,SumateraBarat_Rumah_Minang,development,af43e1e6f1c5f7def52fc9f7afd18a930dacba01020daa1e4eb7687df4e03d1a,16011,True,224,224,.jpg,a291e5c48a49
e29a2b8d50fa,dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,batik,1,SumateraBarat_Rumah_Minang,development,d6426aa4f18117b3e6b1b75db969c4b68fac1accc6fb7d488b1c7584b3315180,14420,True,224,224,.jpg,e29a2b8d50fa
c8389f7774ca,dataset_batik/batik/SumateraBarat_Rumah_Minang/0023.jpg,batik,1,SumateraBarat_Rumah_Minang,development,5e699914d6877e9ffd324d594c7d567c6c3eaf81124b248511a2cca73bf27a8f,20569,True,224,224,.jpg,c8389f7774ca
5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,development,fe19e889c12d93ca6f3e5fa13255a588b5e822704a201c236f42dee7f418958d,22383,True,224,224,.jpg,5fbb49767a26
49e6fc0351e9,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,batik,1,SumateraBarat_Rumah_Minang,development,3cf9c3c620a5f5c0015f729142d602c4231b206e49afc156d1072a99bd20c077,21369,True,224,224,.jpg,49e6fc0351e9
35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,development,84cec6a03f0e885615fc3f3de3c127f1efeee910c705fc19f4cf37e7a789d788,15245,True,224,224,.jpg,35db741433f7
9cc5012e3077,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,batik,1,SumateraBarat_Rumah_Minang,development,c2b9be6a408b7dd7302298332f113710b8a376a75feaaf118b16f059a05b2316,17896,True,224,224,.jpg,9cc5012e3077
20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,development,613538137495875a64514ed52bbfaab85aba4e298706fe0f733f53f12754d3de,20247,True,224,224,.jpg,20802bdd836c
be07729e8e4c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0036.jpg,batik,1,SumateraBarat_Rumah_Minang,development,5644af1d78143cd47630e04372730e2c8d3daf4b57a2c4085d90bfea757f18b1,19293,True,224,224,.jpg,be07729e8e4c
56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,development,7d48d5f92722f029df2ac21f1f1e00f86f01367b05c4744f83bdcbb317bab2c6,17971,True,224,224,.jpg,56fa039f7fcf
94870fc592ab,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,batik,1,SumateraBarat_Rumah_Minang,development,5f47f34b90549e72cbd51af860867f4a44455e12eb7fa5e4437be517cb4753ec,16420,True,224,224,.jpg,94870fc592ab
861b084216ea,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,batik,1,SumateraBarat_Rumah_Minang,development,ffa01d791913a47d8fac50ecaffc313c3e325f6a00f9571fa03d9a41693bf790,18287,True,224,224,.jpg,861b084216ea
4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,development,90be3426804933beceeb82e5ef84ad5387ddcfe6db48e9b70a210aafad1a0ba7,14300,True,224,224,.jpg,4378ec5c01d7
32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,development,fe11223170f0dae2560cf8aa99e4b5eb181697db2620dd7f992742dcd19d348e,18160,True,224,224,.jpg,32d72ffa72f3
8c566ec9c05a,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,batik,1,SumateraBarat_Rumah_Minang,development,16375dbe4254e0720d61e0153531226c7deb684b38667bc7640f814a1b871a36,11350,True,224,224,.jpg,8c566ec9c05a
4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,development,9ca2aa83fcbc31ef62389d0007962ceeff11e88fc9b01096423db64efa5f73a0,19792,True,224,224,.jpg,grp_4685b3b6f662
c2b746a6af12,dataset_batik/batik/Yogyakarta_Kawung/0014.jpg,batik,1,Yogyakarta_Kawung,development,6fba39af3ff9feaca880ebb70d119ade993d3d9beee18adbda646e9633bf324a,15702,True,224,224,.jpg,c2b746a6af12
f74bb111b026,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,batik,1,Yogyakarta_Kawung,development,2e0b2bdcfd9096b0bdc6a0f9da616f6710bf7da135438bf62e017ff6a4c38219,18545,True,224,224,.jpg,f74bb111b026
ba741b615b90,dataset_batik/batik/Yogyakarta_Kawung/0016.jpg,batik,1,Yogyakarta_Kawung,development,859e9facb9649f28842bd9f351ce4db075b2e459259d5b739caec453583221df,21382,True,224,224,.jpg,ba741b615b90
01423db2bf4d,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,batik,1,Yogyakarta_Kawung,development,7de6ee5f91c321087e75de1bfe9ae8302ed087308e8739fcf33a3e4799623719,14847,True,224,224,.jpg,01423db2bf4d
7cb908544ba8,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,batik,1,Yogyakarta_Kawung,development,542430cc203c68931481a318e1da2002a2d69a4e6ecc2828eeb7d0c86241603b,18005,True,224,224,.jpg,7cb908544ba8
975d095d1710,dataset_batik/batik/Yogyakarta_Kawung/002.jpg,batik,1,Yogyakarta_Kawung,development,8f5b28c8dfb15cf649de102cb53437410388d265c16b19cb245cd9d7692c0356,18614,True,224,224,.jpg,975d095d1710
d508f4f2374c,dataset_batik/batik/Yogyakarta_Kawung/0020.jpg,batik,1,Yogyakarta_Kawung,development,d152c3dcb28dd36fc9d8a85eb6abf8bf2f9be0855f0932c4eda8227d955eb696,21165,True,224,224,.jpg,d508f4f2374c
dbb32ee71649,dataset_batik/batik/Yogyakarta_Kawung/0021.jpg,batik,1,Yogyakarta_Kawung,development,32aff20bd1c7768409fb916a3cb828c09526aa0546df4501a30868ed5be9d11f,18702,True,224,224,.jpg,dbb32ee71649
7a6a08371391,dataset_batik/batik/Yogyakarta_Kawung/0022.jpg,batik,1,Yogyakarta_Kawung,development,91148a7d9be3827b92ef07f3629f71ce7a4964d4080112987b028fb684566a93,24794,True,224,224,.jpg,7a6a08371391
c8a756244bdd,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,batik,1,Yogyakarta_Kawung,development,5558161acd3921c1039d11b7a376ab83b01652269ad042f93f7826a23ef91c1a,15867,True,224,224,.jpg,c8a756244bdd
15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,development,ab5b90de8157d293726c86e67c1aea5f73cc0d893038823764e861fbdab627ae,20798,True,224,224,.jpg,15c3a3af00f1
8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,development,971adecce84c7f97c8faa56b0fa1bda66017d2b08aa0cd5393d11383c0c77877,21257,True,224,224,.jpg,8cd33e274e4d
bd730be873eb,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,batik,1,Yogyakarta_Kawung,development,1b86a7da00c0db886e07a5ddf024923ec37511519c3265e4630ad9be8b8b7681,26410,True,224,224,.jpg,bd730be873eb
5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,development,7d384ba321ee571cab11d340cc776ae56951fc17b7f7e152951c9785a1ba4996,15044,True,224,224,.jpg,5f3323d49daf
318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,development,ad3f11567214a805ae0391ba67e59593e0fa9875e07d969bbd698a5b3f849b1b,15227,True,224,224,.jpg,318560941f39
821b217c3490,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,batik,1,Yogyakarta_Kawung,development,20535297cfa22e9c84e94243cbdaecdbf6c61d7c1fb446a929b27be15fb14935,19234,True,224,224,.jpg,grp_4685b3b6f662
c23c92dfb3a6,dataset_batik/batik/Yogyakarta_Kawung/0031.jpg,batik,1,Yogyakarta_Kawung,development,69ffeac17d6d158f6b77af49c2812bbcb09c6ad030c2180f37f30a4b9201f2b2,20262,True,224,224,.jpg,c23c92dfb3a6
5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,development,87b07d282c34908043c308cbb81c8c30b1e012b5db34cfd334a5dee55e4623e6,14404,True,224,224,.jpg,5a0b830d2c1b
973f90f1c799,dataset_batik/batik/Yogyakarta_Kawung/0033.jpg,batik,1,Yogyakarta_Kawung,development,8d11b80cddfeeb92e9f483fe5fa8772deebf0edc737c46242d906c7f3f6def0d,12144,True,224,224,.jpg,973f90f1c799
bbdb13d788e1,dataset_batik/batik/Yogyakarta_Kawung/0035.jpg,batik,1,Yogyakarta_Kawung,development,d47a3fb6c73ef2a26b77d219ca6e0c4999305440c87f9264fed99284ddfa33d5,22529,True,224,224,.jpg,bbdb13d788e1
9c55efc8bc01,dataset_batik/batik/Yogyakarta_Kawung/0036.jpg,batik,1,Yogyakarta_Kawung,development,db8a021cb47f88994beb3f0016d6a0fb1b6086b3d743901573757ce2ff4f8459,15075,True,224,224,.jpg,9c55efc8bc01
c54620730f2e,dataset_batik/batik/Yogyakarta_Kawung/0037.jpg,batik,1,Yogyakarta_Kawung,development,bf8cfdcc753ea39f1a4504e647381e91a95863ee7d88efcfac847694367ff090,20226,True,224,224,.jpg,c54620730f2e
46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,development,ab230d346307524f02c27547712a5959782101f19b13bda52057bd39691f281c,15025,True,224,224,.jpg,46224a6951cd
eb2a2549a57f,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,batik,1,Yogyakarta_Kawung,development,322a5009ed87c02f3747930a6b0dbd97010386dc3d50bdebed6105a408cc4ed9,19063,True,224,224,.jpg,eb2a2549a57f
1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,development,906a93d6b1a078b24ddc996b48bbd8a1e81cab16724d61570af5bd81da12b332,22634,True,224,224,.jpg,1ae0673d1fc2
2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,development,e17e3ab854f729ae2a402a175137768e77aded1232075d0fba4404c5a8664a1a,13527,True,224,224,.jpg,2a2a23410a51
8e278f004798,dataset_batik/batik/Yogyakarta_Kawung/006.jpg,batik,1,Yogyakarta_Kawung,development,2f07e21c36489ca338b5751b4162260f6dcb073a0cdda3d3215420149aa66ba9,19909,True,224,224,.jpg,8e278f004798
cccca1ba3cae,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,batik,1,Yogyakarta_Kawung,development,47b68d64680b1c265e02025132e8e646d6c0a798e6e0a0d02ff64ad043cafbb3,22225,True,224,224,.jpg,cccca1ba3cae
9c71e54f91f9,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,batik,1,Yogyakarta_Parang,development,5d691ff24ff8e54888d9363094e6ada94dfeb3ae46d33b4847303ce7ff5a5067,19800,True,224,224,.jpg,9c71e54f91f9
cd0513428af6,dataset_batik/batik/Yogyakarta_Parang/0012.jpg,batik,1,Yogyakarta_Parang,development,14a7b6e2094c5c9b1f5c1ea51090bc9d738d1678ee96f0663d6750bbad196442,19801,True,224,224,.jpg,grp_a3833f8e9773
224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,development,93e0949059f0595cee106c2dd9dd4cc765176b1701df9a5a880ae0ebd17c5f0f,20136,True,224,224,.jpg,224b3baae42f
a3833f8e9773,dataset_batik/batik/Yogyakarta_Parang/0017.jpg,batik,1,Yogyakarta_Parang,development,114a88efc1fd0006ca0b9f09f87efa6f7c33ecfec8c97337867328a2526aac4a,19852,True,224,224,.jpg,grp_a3833f8e9773
72cc088c4040,dataset_batik/batik/Yogyakarta_Parang/0018.jpg,batik,1,Yogyakarta_Parang,development,5594772a88b9d74597546d81af90c19d0c9a2dc256b8b08b05df107709f2eb1c,13843,True,224,224,.jpg,72cc088c4040
7a71ef3f3ade,dataset_batik/batik/Yogyakarta_Parang/0019.jpg,batik,1,Yogyakarta_Parang,development,841bd6d681c0d04fe19200461f92743e158ac9491de51395c1c18b64cac1ff82,19576,True,224,224,.jpg,7a71ef3f3ade
cef09f780063,dataset_batik/batik/Yogyakarta_Parang/002.jpg,batik,1,Yogyakarta_Parang,development,6eaf638df165a75a32cb5fdbc4d8f7783bee82c3f4c25e3cee373b44e6cc1626,14367,True,224,224,.jpg,cef09f780063
0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,development,4f5943618f992780a081802c155ce18d1817282aebbc9397d1c1f54a7003246c,19786,True,224,224,.jpg,0f8e0b867151
64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,development,16f863cfbd0f59599089e5a6f39e92da263ff9ba02af282efa61e47359db5c7e,16869,True,224,224,.jpg,64c221c7e69e
7556e7595482,dataset_batik/batik/Yogyakarta_Parang/0025.jpg,batik,1,Yogyakarta_Parang,development,5f1596b818d556d65fd5e6fce57dd2176b2f9c5553ca0a1f59748fc898f2f6ac,18703,True,224,224,.jpg,7556e7595482
5417f1939333,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,batik,1,Yogyakarta_Parang,development,e0edcd611713d2d689d8cc0c00befdb3b29e930e65f344a2afb77412da882067,21615,True,224,224,.jpg,5417f1939333
7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,development,0c8c859a72b81c179804b1bb6c466d09e161ec4d4afa0d6b34d15d59cfdadb24,20103,True,224,224,.jpg,7bdd4895a8f4
05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,development,a9897accbe7a753af72d7d75d2bc4c8f309759b1fc1d49a4f350f29a1d8c22fc,17472,True,224,224,.jpg,05ccbfc92105
71b47ddc1aef,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,batik,1,Yogyakarta_Parang,development,c904f6fffa7f396db7e2103075cd589da9317092409e6e441edc67f1131cb73f,16861,True,224,224,.jpg,71b47ddc1aef
b9f0bcdd4ffc,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,batik,1,Yogyakarta_Parang,development,becf3eee836f900bc34b674fe7193731973d12219cdb3890e0f4e805ac0b5cba,19072,True,224,224,.jpg,b9f0bcdd4ffc
