source_id,path,kelas,label,subjenis,source_set,sha256,file_size_bytes,readable,width,height,extension
1600b15747c7,uji_eksternal/non_batik/kain_bunga (2).jpg,non_batik,0,bunga,external,a876ba70e56ae4ff465d08addd1c0411660abde4de0ec9299fb782170b330fc9,60073,True,381,524,.jpg
4d13e58e5a18,uji_eksternal/non_batik/kain_bunga (3).jpg,non_batik,0,bunga,external,b2937fbb1126076bb661eed86632f13914896bde579c8a42b0d756f5a634fc09,97842,True,466,659,.jpg
8e95091d7820,uji_eksternal/non_batik/kain_bunga (4).jpg,non_batik,0,bunga,external,559465fb5078c35d1b4fe4a6435c9bd61a093316792ee8a9b790edf563c5dbac,11654,True,225,225,.jpg
4f9c1a9eb14b,uji_eksternal/non_batik/kain_fabric (1).jpg,non_batik,0,fabric,external,78969f76557952625c67052727e166f4aa0b428ec1308ad3738726b0c10401f9,34887,True,280,280,.jpg
a3e4b20c7284,uji_eksternal/non_batik/kain_fabric (2).jpg,non_batik,0,fabric,external,9d547ad356450cc34f487233344e59d035c42e5c7433abc679f0a3aaa588d703,29482,True,350,350,.jpg
5a1eb2eb9bf9,uji_eksternal/non_batik/kain_fabric (3).jpg,non_batik,0,fabric,external,953884a718297acc8ca3dc86402f44a11d7bdb32cc6bab3d4e4efb62caa2227b,40881,True,350,350,.jpg
c7b422c60277,uji_eksternal/non_batik/kain_kotak (1).jpg,non_batik,0,kotak,external,cb664ff2c66c20634f10333ff9e1da5a8352e6219151ae35935edb97c5ae5106,78246,True,738,414,.jpg
e9dd024cd6bf,uji_eksternal/non_batik/kain_kotak (1).png,non_batik,0,kotak,external,ac54eec67ef79d9e17adc67eb241b21030cbe36e5fa5301617b2be38df429c01,4584,True,360,360,.png
bd8dadf9fd4f,uji_eksternal/non_batik/kain_kotak (2).jpg,non_batik,0,kotak,external,8200b7f8f88d32583e7f3b217de78a65a2493ce1663cde47669306b54b6dd1c5,52926,True,515,388,.jpg
28ba89a366ea,uji_eksternal/non_batik/kain_kotak (3).jpg,non_batik,0,kotak,external,03a46e4cd46b58424844cd1da6df2002c649554537c1d489f569da073fdac3e4,28106,True,626,351,.jpg
0a91167e1694,uji_eksternal/non_batik/kain_salur (1).jpg,non_batik,0,salur,external,8e8350796a4a611af9e9ff22063717827d65029d94555dcfb614092c87801c28,23237,True,300,225,.jpg
8fb2b9072c05,uji_eksternal/non_batik/kain_salur (2).jpg,non_batik,0,salur,external,c8f54b5a5a0fb79c66fc67409b682808640b52dc8e980129c092a79e7f46c128,47360,True,447,447,.jpg
133e0acbdce7,uji_eksternal/non_batik/kain_salur (3).jpg,non_batik,0,salur,external,edb2cdc64aadc3c0159f0d677fd8dc940ca48cdcc28f416279d35251cdcb8903,82694,True,399,501,.jpg
81ef06d4d813,uji_eksternal/non_batik/kain_salur (4).jpg,non_batik,0,salur,external,7e834d54c870b5159a3b65356edb702e10f65fc419526a3ad0f99129074f2d66,512337,True,1280,1707,.jpg
fa69047f454b,uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,non_batik,0,tenun_ikat,external,7740059d32408bf073123897b5e3cca31aad6d2d5390d12f3d01a27f77095a2f,22838,True,225,225,.jpg
bbaec1c98b8c,uji_eksternal/non_batik/kain_tenun_ikat (1).webp,non_batik,0,tenun_ikat,external,34b81bf4623946485b6f5e382c6414ce52e66585847d5496be42abfb6d5d2c7b,100876,True,400,400,.webp
19e1a072de19,uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,non_batik,0,tenun_ikat,external,2c12ae72f684fece66fa3285e4547b871417c5533d23a0e3fb62a5e52ba943d3,52671,True,447,447,.jpg
153a16fa7f5c,uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,non_batik,0,tenun_ikat,external,8755b9ed0fac7ae1808e2e9aab7fd2ef660937c35c4aa161f2cfde92f65586ec,14315,True,225,225,.jpg
ab6b26fd68ca,uji_eksternal/non_batik/polkadot1.jpg,non_batik,0,polkadot,external,3b2064dde9fe2ec694a486a7e952d8707044639a6d9c14ddaec707ef2a9db372,7892,True,197,256,.jpg
4c01bf2a3e27,uji_eksternal/non_batik/polkadot2.jpg,non_batik,0,polkadot,external,110417799ce1c45cadcf039f9cb5a2334356fdaf34fa5cf85ed4d137f3764731,13058,True,259,194,.jpg
ae195b3e40cc,uji_eksternal/non_batik/polkadot3.jpg,non_batik,0,polkadot,external,374f02410dfc820fa3b543e90c53ce2ca5369a2c6b3283738d57fc1db3291216,131194,True,509,339,.jpg
d38bf600e463,uji_eksternal/non_batik/polos1.jpg,non_batik,0,polos,external,90ecb4d42c4ed6f9aeeb046444d28bc726cf1de5879a782dd90d54ac4417c773,7469,True,259,194,.jpg
b9754262d30e,uji_eksternal/non_batik/polos2.jpg,non_batik,0,polos,external,38e1d2ff083475f09057b95dd172bdc112e0948a1d4cc2cbd2e867452b01e0e5,10036,True,225,225,.jpg
200d4cd500e8,uji_eksternal/non_batik/polos3.webp,non_batik,0,polos,external,6ab74c920d68244c3bdf8e3a46a863f584844568f6e4ef4f929186aa928abebd,8818,True,700,700,.webp
445c3072fd40,uji_eksternal/non_batik/polos4.webp,non_batik,0,polos,external,4aa7cc9f11756b076c3222b359b984a30ed769cfbe0242d70daa084f443f4055,17140,True,600,600,.webp
cdd159fff7dc,uji_eksternal/non_batik/polos5.jpg,non_batik,0,polos,external,ace838bf7178f61a4fd80bd4fa40f2b319e9f3b6aaa53deb48699e45a73dd087,256165,True,1000,1000,.jpg
