path,source_id,group_id,source_path,kelas,label,subjenis,partition,is_augmented,transform,motif_complexity_score,small_contour_count,glcm_entropy,glcm_homogeneity,lbp_entropy,fft_peak_ratio
dataset_aug/cv_pool/batik/0010__0cda161b73d8__rot270_0021.jpg,0cda161b73d8,0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270,122.7370491027832,843.0,6.997551764650764,0.40571603192496497,6.506348679101428,39.02355413522851
dataset_aug/cv_pool/batik/0013__0f308677eb60__orig_0010.jpg,0f308677eb60,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,cv_pool,False,original,177.7064971923828,1078.0,7.236864802738032,0.38098102625461316,6.426504725938624,39.4130416635958
dataset_aug/cv_pool/batik/0013__0f308677eb60__contrast1p05_0162.jpg,0f308677eb60,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,cv_pool,True,contrast1p05,186.0685272216797,1132.0,7.248792966179486,0.3791095173935046,6.423143108077864,39.29402476576732
dataset_aug/cv_pool/batik/0013__0f308677eb60__zoom07_0025.jpg,0f308677eb60,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,cv_pool,True,zoom07,133.63763809204102,1029.0,7.032920972336948,0.42231340966590347,6.157265964182136,48.71538534461986
dataset_aug/cv_pool/batik/0020__0f8e0b867151__orig_0105.jpg,0f8e0b867151,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original,44.638824462890625,792.0,6.547758322020123,0.5247472086346906,6.254808637987737,132.80134881866107
dataset_aug/cv_pool/batik/0020__0f8e0b867151__flip_v_0132.jpg,0f8e0b867151,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,flip_v,46.343650817871094,830.0,6.5496048869334205,0.5237385093924118,6.261146052028502,132.5529143381728
dataset_aug/cv_pool/batik/solo5__0fd5923aff43__orig_0137.jpg,0fd5923aff43,0fd5923aff43,dataset_batik/batik/batik solo/solo5.jpg,batik,1,batik solo,cv_pool,False,original,87.68804168701172,766.0,5.9978430274274634,0.48667386743036073,6.693752451463382,127.14743144197682
dataset_aug/cv_pool/batik/solo5__0fd5923aff43__rot270_0075.jpg,0fd5923aff43,0fd5923aff43,dataset_batik/batik/batik solo/solo5.jpg,batik,1,batik solo,cv_pool,True,rot270,89.04888916015625,776.0,5.99487631670403,0.48749145239661745,6.6840883899343275,127.25567005478571
dataset_aug/cv_pool/batik/0025__15c3a3af00f1__orig_0080.jpg,15c3a3af00f1,15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,228.39984512329102,1793.0,6.799198133555802,0.43475222731916763,6.633632597951047,169.54504005241614
dataset_aug/cv_pool/batik/0025__15c3a3af00f1__flip_v_0150.jpg,15c3a3af00f1,15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,flip_v,233.30905151367188,1752.0,6.803401588538056,0.43456030763551634,6.6376574090180585,169.5896601660827
dataset_aug/cv_pool/batik/0025__15c3a3af00f1__rot-14p7_0013.jpg,15c3a3af00f1,15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot-14p7,125.30166625976562,1607.0,6.6360964847270285,0.4600211325121403,6.46435554908788,205.8045298765432
dataset_aug/cv_pool/batik/0028__17204d5eeb3c__orig_0038.jpg,17204d5eeb3c,17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,False,original,92.17044830322266,754.0,5.624252123899712,0.5922120350073425,6.702394145860758,57.38565176337774
dataset_aug/cv_pool/batik/0028__17204d5eeb3c__flip_v_0141.jpg,17204d5eeb3c,17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,flip_v,90.83963775634766,746.0,5.639424875109041,0.5911799555217844,6.702041354246889,56.80942217537108
dataset_aug/cv_pool/batik/0028__17204d5eeb3c__rot+5p9_0004.jpg,17204d5eeb3c,17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,rot+5p9,43.84519958496094,564.0,5.326964655580052,0.6453488956357397,6.64262087039417,74.55027874096787
dataset_aug/cv_pool/batik/0020__1a750a1ff1bb__orig_0053.jpg,1a750a1ff1bb,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,98.29535675048828,886.0,6.976701459008419,0.4329543879061759,6.395743648958529,23.927800442326554
dataset_aug/cv_pool/batik/0020__1a750a1ff1bb__flip_h_0032.jpg,1a750a1ff1bb,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_h,102.69247055053711,915.0,6.977854722360508,0.43225379939567227,6.400548999298719,23.802829913443656
dataset_aug/cv_pool/batik/0040__1ae0673d1fc2__orig_0094.jpg,1ae0673d1fc2,1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,248.78167724609375,1496.0,6.96948673102791,0.39579858800256185,6.656014083119003,168.7606997390405
dataset_aug/cv_pool/batik/0040__1ae0673d1fc2__rot-7p3_0040.jpg,1ae0673d1fc2,1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot-7p3,92.96266174316406,1106.0,6.824551586363064,0.4252874561192814,6.469355167746751,201.392512795452
dataset_aug/cv_pool/batik/semarangan3__1e1c6c73c84d__orig_0131.jpg,1e1c6c73c84d,grp_1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,cv_pool,False,original,215.90988159179688,1064.0,7.329342288927549,0.3862383061938094,6.656551417739871,24.144788309028186
dataset_aug/cv_pool/batik/semarangan3__1e1c6c73c84d__rot270_0093.jpg,1e1c6c73c84d,grp_1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,cv_pool,True,rot270,216.64907455444336,1065.0,7.339109546942339,0.3838438557162923,6.675356934359806,24.071509152176116
dataset_aug/cv_pool/batik/0017__1ebf8c8980d8__orig_0036.jpg,1ebf8c8980d8,1ebf8c8980d8,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,False,original,27.161598205566406,475.0,5.318640570147782,0.5875957758819974,6.456677654247552,36.04964022058449
dataset_aug/cv_pool/batik/0017__1ebf8c8980d8__rot270_0129.jpg,1ebf8c8980d8,1ebf8c8980d8,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,rot270,26.102680206298828,457.0,5.3315181660124455,0.5865952413700719,6.451635308165441,35.991296563577144
dataset_aug/cv_pool/batik/0034__204cc85f05f5__orig_0026.jpg,204cc85f05f5,grp_204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,cv_pool,False,original,119.54412841796875,1271.0,6.656967487451102,0.46171185656466923,5.998382857753606,129.72488596145948
dataset_aug/cv_pool/batik/0034__204cc85f05f5__rot180_0083.jpg,204cc85f05f5,grp_204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,cv_pool,True,rot180,123.21922302246094,1270.0,6.658486450353212,0.46159607293723676,6.0034328425327335,129.58023647958566
dataset_aug/cv_pool/batik/0033__20802bdd836c__orig_0061.jpg,20802bdd836c,20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,99.4227294921875,758.0,7.055033332778567,0.41229404195079966,6.440943230772991,21.27677490958271
dataset_aug/cv_pool/batik/0033__20802bdd836c__rot90_0118.jpg,20802bdd836c,20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot90,99.72039794921875,748.0,7.059293648879338,0.41178799377438835,6.442645706367189,21.30556516389647
dataset_aug/cv_pool/batik/0016__224b3baae42f__orig_0100.jpg,224b3baae42f,224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original,61.80736541748047,747.0,6.67050175223784,0.4483948767919683,6.1677211264134755,88.93399822164484
dataset_aug/cv_pool/batik/0016__224b3baae42f__rot270_0057.jpg,224b3baae42f,224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,rot270,63.23166275024414,759.0,6.676189763268887,0.44735632259745894,6.172162585908,88.84332051050866
dataset_aug/cv_pool/batik/0027__232973849352__orig_0019.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,cv_pool,False,original,176.46429443359375,1136.0,7.114553396441651,0.4236853521957535,6.504128227880738,52.24177939421096
dataset_aug/cv_pool/batik/0027__232973849352__rot180_0074.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,cv_pool,True,rot180,174.6503448486328,1140.0,7.112660166006094,0.42393629250050513,6.504052089767942,52.282496340156754
dataset_aug/cv_pool/batik/solo1__24dcb9ff498b__orig_0134.png,24dcb9ff498b,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,cv_pool,False,original,341.7829055786133,1534.0,6.940359580277114,0.40259453485621666,6.7368795397912,47.86767466242667
dataset_aug/cv_pool/batik/solo1__24dcb9ff498b__rot180_0047.jpg,24dcb9ff498b,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,cv_pool,True,rot180,334.1759262084961,1491.0,6.967544359354486,0.3987307978407164,6.726430496951297,48.29273347819948
dataset_aug/cv_pool/batik/0014__2a17bd6593bc__orig_0047.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,134.36187744140625,860.0,6.6370735501037865,0.48075897574025744,6.695917449084156,18.76993984779059
dataset_aug/cv_pool/batik/0014__2a17bd6593bc__flip_h_0059.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_h,136.31661987304688,852.0,6.620208263403428,0.4823830527246702,6.69925554817517,18.796147919409464
dataset_aug/cv_pool/batik/005__2a2a23410a51__orig_0095.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,14.969879150390625,678.0,5.69438795030828,0.6542066320910015,6.202598659488917,133.35641191180173
dataset_aug/cv_pool/batik/005__2a2a23410a51__flip_h_0104.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,flip_h,14.66986083984375,678.0,5.697143021142226,0.6534158794450662,6.211888782632551,133.22595341127843
dataset_aug/cv_pool/batik/003__318560941f39__orig_0084.jpg,318560941f39,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,31.784133911132812,1129.0,6.050640383862473,0.5867372728674536,6.310762653713029,117.39669675484866
dataset_aug/cv_pool/batik/003__318560941f39__contrast1p14_0135.jpg,318560941f39,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,contrast1p14,36.03609085083008,1105.0,5.9908892955113995,0.5911627701519608,6.309799810292781,119.37242716817639
dataset_aug/cv_pool/batik/008__32d72ffa72f3__orig_0067.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,132.9507179260254,1191.0,6.9761946202052645,0.4501246306939979,6.54213330072351,23.74054646629173
dataset_aug/cv_pool/batik/008__32d72ffa72f3__brightness1p10_0026.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,brightness1p10,126.62869262695312,1164.0,6.914800734316179,0.45519244794768476,6.540867090707387,23.890092417943418
dataset_aug/cv_pool/batik/008__32d72ffa72f3__rot90_0163.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot90,140.97958374023438,1242.0,6.976591082621221,0.44965928270766203,6.547408487968505,23.76014656426665
dataset_aug/cv_pool/batik/0011__32d738243497__orig_0008.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,cv_pool,False,original,118.45415878295898,943.0,6.675923153687892,0.5168654917855993,6.476390576772475,73.84379555981664
dataset_aug/cv_pool/batik/0011__32d738243497__contrast1p07_0045.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,cv_pool,True,contrast1p07,126.6141128540039,1011.0,6.672778760844232,0.5152875877488792,6.478261107271178,75.73306787682108
dataset_aug/cv_pool/batik/006__339148643a6c__orig_0042.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,False,original,52.01661682128906,1121.0,6.366874109543331,0.45348768663982,6.676220574430548,55.66618305144322
dataset_aug/cv_pool/batik/006__339148643a6c__contrast1p14_0018.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,contrast1p14,99.43513870239258,1455.0,6.535469313764303,0.4352237278551708,6.684714132126203,55.157538718782504
dataset_aug/cv_pool/batik/006__339148643a6c__rot180_0155.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,rot180,55.12956619262695,1119.0,6.363777925504338,0.4533179378281408,6.675157656227956,55.548731603184656
dataset_aug/cv_pool/batik/0027__35db741433f7__orig_0059.jpg,35db741433f7,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,66.9407844543457,735.0,6.246632489986478,0.4952536217189409,6.408911574924398,26.507530405927326
dataset_aug/cv_pool/batik/0027__35db741433f7__rot270_0030.jpg,35db741433f7,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270,67.24707794189453,743.0,6.245747937140921,0.4955402761415792,6.404021901473728,26.484466648398094
dataset_aug/cv_pool/batik/0038__37dc41276bd9__orig_0029.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,False,original,78.67816162109375,808.0,6.77761185242653,0.4708851402978534,6.38324211741466,67.18798718781157
dataset_aug/cv_pool/batik/0038__37dc41276bd9__brightness0p96_0152.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,True,brightness0p96,63.41140365600586,699.0,6.74819063801422,0.47686405059908077,6.376857943773488,67.52936550720658
dataset_aug/cv_pool/batik/0038__37dc41276bd9__flip_v_0015.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,True,flip_v,80.0728530883789,814.0,6.779925159483676,0.47039069278753665,6.38406417984191,67.24878359069122
dataset_aug/cv_pool/batik/0038__3c68bb5f2327__orig_0115.jpg,3c68bb5f2327,3c68bb5f2327,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original,36.994422912597656,877.0,6.276523517907348,0.5480683056023327,6.311910547707959,144.5767624076077
dataset_aug/cv_pool/batik/0038__3c68bb5f2327__rot270_0120.jpg,3c68bb5f2327,3c68bb5f2327,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,rot270,38.62773895263672,895.0,6.280603974083762,0.5470095908962507,6.3140823988790755,144.5246505333247
dataset_aug/cv_pool/batik/0032__3db0cabb6a47__orig_0024.jpg,3db0cabb6a47,grp_3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,cv_pool,False,original,94.24220657348633,829.0,6.694536171285151,0.4822378710482236,6.094256052259755,111.35752034315664
dataset_aug/cv_pool/batik/0032__3db0cabb6a47__flip_h_0122.jpg,3db0cabb6a47,grp_3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,cv_pool,True,flip_h,97.08008575439453,847.0,6.7049268013040955,0.48163562517608904,6.100121544345971,110.77555121302993
dataset_aug/cv_pool/batik/0025__418868e904b3__orig_0018.jpg,418868e904b3,418868e904b3,dataset_batik/batik/Solo_Parang/0025.jpg,batik,1,Solo_Parang,cv_pool,False,original,85.88479614257812,792.0,6.583537202899956,0.5262675656091683,6.468477413220306,62.02944682765902
dataset_aug/cv_pool/batik/0025__418868e904b3__rot90_0136.jpg,418868e904b3,418868e904b3,dataset_batik/batik/Solo_Parang/0025.jpg,batik,1,Solo_Parang,cv_pool,True,rot90,84.2119140625,776.0,6.5825365428610825,0.5255921768573231,6.472058586575641,62.585472653920625
dataset_aug/cv_pool/batik/0012__4296840cb96e__orig_0045.jpg,4296840cb96e,4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,249.7566261291504,1167.0,7.3226251488630965,0.3903409934601181,6.722442789562684,34.58663934841886
dataset_aug/cv_pool/batik/0012__4296840cb96e__rot270_0084.jpg,4296840cb96e,4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270,244.42403411865234,1143.0,7.326426055949048,0.3895062792937742,6.726268796372038,34.2869302798095
dataset_aug/cv_pool/batik/007__4378ec5c01d7__orig_0066.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,34.827880859375,554.0,6.347655094965495,0.5133931682071415,6.298573371674049,33.63253740077933
dataset_aug/cv_pool/batik/007__4378ec5c01d7__rot-12p9_0139.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot-12p9,38.2418212890625,523.0,6.273292111332083,0.52620683383571,6.21729175879158,35.817559787097
dataset_aug/cv_pool/batik/007__4378ec5c01d7__rot180_0002.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot180,33.721160888671875,540.0,6.358773598487961,0.511950357894881,6.302671987016038,33.39226302508239
dataset_aug/cv_pool/batik/0039__46224a6951cd__orig_0092.jpg,46224a6951cd,46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,37.44140625,512.0,6.355250879849191,0.5264076559118427,6.383217757187907,46.394586016164794
dataset_aug/cv_pool/batik/0039__46224a6951cd__rot+13p5_0067.jpg,46224a6951cd,46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot+13p5,36.156063079833984,561.0,6.290591475155022,0.5400258489258118,6.3026722999288864,52.83087863183206
dataset_aug/cv_pool/batik/0010__4685b3b6f662__orig_0069.jpg,4685b3b6f662,grp_4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original,52.05940628051758,991.0,5.948991144506764,0.5273755567558327,6.620256457080574,271.20505904600685
dataset_aug/cv_pool/batik/0010__4685b3b6f662__zoom02_0034.jpg,4685b3b6f662,grp_4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,zoom02,12.557464599609375,456.0,5.70624869047451,0.5597287671469444,6.476141108742127,315.77078966325007
dataset_aug/cv_pool/batik/0011__482d00c6689f__orig_0044.jpg,482d00c6689f,482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,67.26874160766602,767.0,6.215274351303714,0.49956655563819236,6.382393456442106,27.55561955886729
dataset_aug/cv_pool/batik/0011__482d00c6689f__rot270_0111.jpg,482d00c6689f,482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270,69.49853134155273,797.0,6.219845493843313,0.4991617673696475,6.384489383747937,27.455867690667905
dataset_aug/cv_pool/batik/38__4887f2b0b9db__orig_0004.jpg,4887f2b0b9db,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,cv_pool,False,original,293.0018081665039,1474.0,7.413206549661114,0.35619091183699936,6.67783445995817,19.042851493946237
dataset_aug/cv_pool/batik/38__4887f2b0b9db__rot90_0028.jpg,4887f2b0b9db,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,cv_pool,True,rot90,314.66150283813477,1495.0,7.413569932862234,0.3561001183563064,6.675507842949232,18.991266849716254
dataset_aug/cv_pool/batik/0017__494cc5d151c0__orig_0049.jpg,494cc5d151c0,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original,27.765106201171875,692.0,5.9699006052058206,0.6252291792703075,6.344178942227933,45.18125694347438
dataset_aug/cv_pool/batik/0017__494cc5d151c0__flip_v_0060.jpg,494cc5d151c0,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_v,32.15622329711914,707.0,5.9699158031213795,0.625527104408799,6.340502871400558,44.92505057203631
