generated_path,source_id,group_id,source_path,kelas,label,subjenis,partition,is_augmented,transform
dataset_aug/cv_pool/batik/0027__232973849352__orig_0019.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0027__232973849352__rot180_0074.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,cv_pool,True,rot180
dataset_aug/cv_pool/batik/solo1__24dcb9ff498b__orig_0134.png,24dcb9ff498b,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,cv_pool,False,original
dataset_aug/cv_pool/batik/solo1__24dcb9ff498b__rot180_0047.jpg,24dcb9ff498b,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,cv_pool,True,rot180
dataset_aug/cv_pool/batik/0014__2a17bd6593bc__orig_0047.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0014__2a17bd6593bc__flip_h_0059.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_h
dataset_aug/cv_pool/batik/005__2a2a23410a51__orig_0095.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/005__2a2a23410a51__flip_h_0104.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,flip_h
dataset_aug/cv_pool/batik/003__318560941f39__orig_0084.jpg,318560941f39,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/003__318560941f39__contrast1p14_0135.jpg,318560941f39,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,contrast1p14
dataset_aug/cv_pool/batik/008__32d72ffa72f3__orig_0067.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/008__32d72ffa72f3__brightness1p10_0026.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,brightness1p10
dataset_aug/cv_pool/batik/008__32d72ffa72f3__rot90_0163.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot90
dataset_aug/cv_pool/batik/0011__32d738243497__orig_0008.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0011__32d738243497__contrast1p07_0045.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,cv_pool,True,contrast1p07
dataset_aug/cv_pool/batik/006__339148643a6c__orig_0042.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,False,original
dataset_aug/cv_pool/batik/006__339148643a6c__contrast1p14_0018.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,contrast1p14
dataset_aug/cv_pool/batik/006__339148643a6c__rot180_0155.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,rot180
dataset_aug/cv_pool/batik/0027__35db741433f7__orig_0059.jpg,35db741433f7,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0027__35db741433f7__rot270_0030.jpg,35db741433f7,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270
dataset_aug/cv_pool/batik/0038__37dc41276bd9__orig_0029.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0038__37dc41276bd9__brightness0p96_0152.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,True,brightness0p96
dataset_aug/cv_pool/batik/0038__37dc41276bd9__flip_v_0015.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,cv_pool,True,flip_v
dataset_aug/cv_pool/batik/0038__3c68bb5f2327__orig_0115.jpg,3c68bb5f2327,3c68bb5f2327,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0038__3c68bb5f2327__rot270_0120.jpg,3c68bb5f2327,3c68bb5f2327,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,rot270
dataset_aug/cv_pool/batik/0032__3db0cabb6a47__orig_0024.jpg,3db0cabb6a47,grp_3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0032__3db0cabb6a47__flip_h_0122.jpg,3db0cabb6a47,grp_3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,cv_pool,True,flip_h
dataset_aug/cv_pool/batik/0025__418868e904b3__orig_0018.jpg,418868e904b3,418868e904b3,dataset_batik/batik/Solo_Parang/0025.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0025__418868e904b3__rot90_0136.jpg,418868e904b3,418868e904b3,dataset_batik/batik/Solo_Parang/0025.jpg,batik,1,Solo_Parang,cv_pool,True,rot90
dataset_aug/cv_pool/batik/0012__4296840cb96e__orig_0045.jpg,4296840cb96e,4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0012__4296840cb96e__rot270_0084.jpg,4296840cb96e,4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270
dataset_aug/cv_pool/batik/007__4378ec5c01d7__orig_0066.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/007__4378ec5c01d7__rot-12p9_0139.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot-12p9
dataset_aug/cv_pool/batik/007__4378ec5c01d7__rot180_0002.jpg,4378ec5c01d7,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot180
dataset_aug/cv_pool/batik/0039__46224a6951cd__orig_0092.jpg,46224a6951cd,46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/0039__46224a6951cd__rot+13p5_0067.jpg,46224a6951cd,46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot+13p5
dataset_aug/cv_pool/batik/0010__4685b3b6f662__orig_0069.jpg,4685b3b6f662,grp_4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/0010__4685b3b6f662__zoom02_0034.jpg,4685b3b6f662,grp_4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,zoom02
dataset_aug/cv_pool/batik/0011__482d00c6689f__orig_0044.jpg,482d00c6689f,482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0011__482d00c6689f__rot270_0111.jpg,482d00c6689f,482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270
dataset_aug/cv_pool/batik/38__4887f2b0b9db__orig_0004.jpg,4887f2b0b9db,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,cv_pool,False,original
dataset_aug/cv_pool/batik/38__4887f2b0b9db__rot90_0028.jpg,4887f2b0b9db,4887f2b0b9db,dataset_batik/batik/Batik Sekar Jagad/38.jpg,batik,1,Batik Sekar Jagad,cv_pool,True,rot90
dataset_aug/cv_pool/batik/0017__494cc5d151c0__orig_0049.jpg,494cc5d151c0,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0017__494cc5d151c0__flip_v_0060.jpg,494cc5d151c0,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_v
dataset_aug/cv_pool/batik/0025__49e6fc0351e9__orig_0058.jpg,49e6fc0351e9,49e6fc0351e9,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0025__49e6fc0351e9__zoom06_0097.jpg,49e6fc0351e9,49e6fc0351e9,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,zoom06
dataset_aug/cv_pool/batik/004__4ce26e238996__orig_0031.jpg,4ce26e238996,4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/004__4ce26e238996__contrast1p03_0144.jpg,4ce26e238996,4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,cv_pool,True,contrast1p03
dataset_aug/cv_pool/batik/004__4ce26e238996__zoom06_0007.jpg,4ce26e238996,4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,cv_pool,True,zoom06
dataset_aug/cv_pool/batik/1__4cf5c0621088__orig_0002.jpg,4cf5c0621088,4cf5c0621088,dataset_batik/batik/Batik Sekar Jagad/1.jpg,batik,1,Batik Sekar Jagad,cv_pool,False,original
dataset_aug/cv_pool/batik/1__4cf5c0621088__rot270_0102.jpg,4cf5c0621088,4cf5c0621088,dataset_batik/batik/Batik Sekar Jagad/1.jpg,batik,1,Batik Sekar Jagad,cv_pool,True,rot270
dataset_aug/cv_pool/batik/0039__519b6e1dfbd9__orig_0116.jpg,519b6e1dfbd9,519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0039__519b6e1dfbd9__zoom07_0052.jpg,519b6e1dfbd9,519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,zoom07
dataset_aug/cv_pool/batik/0028__5417f1939333__orig_0108.jpg,5417f1939333,5417f1939333,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0028__5417f1939333__flip_v_0087.jpg,5417f1939333,5417f1939333,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,flip_v
dataset_aug/cv_pool/batik/001__54bfb8bd54ab__orig_0006.jpg,54bfb8bd54ab,54bfb8bd54ab,dataset_batik/batik/Solo_Parang/001.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/001__54bfb8bd54ab__contrast0p86_0054.jpg,54bfb8bd54ab,54bfb8bd54ab,dataset_batik/batik/Solo_Parang/001.jpg,batik,1,Solo_Parang,cv_pool,True,contrast0p86
dataset_aug/cv_pool/batik/0037__56fa039f7fcf__orig_0063.jpg,56fa039f7fcf,56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0037__56fa039f7fcf__flip_h_0149.jpg,56fa039f7fcf,56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,flip_h
dataset_aug/cv_pool/batik/0037__56fa039f7fcf__rot270_0012.jpg,56fa039f7fcf,56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot270
dataset_aug/cv_pool/batik/0032__5a0b830d2c1b__orig_0087.jpg,5a0b830d2c1b,5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/0032__5a0b830d2c1b__rot180_0092.jpg,5a0b830d2c1b,5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot180
dataset_aug/cv_pool/batik/pekalongan1__5bfe72414caf__orig_0124.jpg,5bfe72414caf,5bfe72414caf,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,batik,1,batik pekalongan,cv_pool,False,original
dataset_aug/cv_pool/batik/pekalongan1__5bfe72414caf__zoom10_0115.jpg,5bfe72414caf,5bfe72414caf,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,batik,1,batik pekalongan,cv_pool,True,zoom10
dataset_aug/cv_pool/batik/0030__5dc0a5b5e0e3__orig_0039.jpg,5dc0a5b5e0e3,5dc0a5b5e0e3,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,False,original
dataset_aug/cv_pool/batik/0030__5dc0a5b5e0e3__zoom04_0079.jpg,5dc0a5b5e0e3,5dc0a5b5e0e3,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,batik,1,SulawesiSelatan_Lontara,cv_pool,True,zoom04
dataset_aug/cv_pool/batik/0029__5f3323d49daf__orig_0083.jpg,5f3323d49daf,5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,cv_pool,False,original
dataset_aug/cv_pool/batik/0029__5f3323d49daf__rot270_0048.jpg,5f3323d49daf,5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,cv_pool,True,rot270
dataset_aug/cv_pool/batik/0024__5fbb49767a26__orig_0057.jpg,5fbb49767a26,5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,False,original
dataset_aug/cv_pool/batik/0024__5fbb49767a26__rot+3p2_0031.jpg,5fbb49767a26,5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,cv_pool,True,rot+3p2
dataset_aug/cv_pool/batik/0010__6442e19a4f03__orig_0007.jpg,6442e19a4f03,6442e19a4f03,dataset_batik/batik/Solo_Parang/0010.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0010__6442e19a4f03__brightness1p06_0080.jpg,6442e19a4f03,6442e19a4f03,dataset_batik/batik/Solo_Parang/0010.jpg,batik,1,Solo_Parang,cv_pool,True,brightness1p06
dataset_aug/cv_pool/batik/0024__64c221c7e69e__orig_0106.jpg,64c221c7e69e,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/0024__64c221c7e69e__rot90_0064.jpg,64c221c7e69e,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,cv_pool,True,rot90
dataset_aug/cv_pool/batik/009__68d05da78831__orig_0034.jpg,68d05da78831,68d05da78831,dataset_batik/batik/Solo_Parang/009.jpg,batik,1,Solo_Parang,cv_pool,False,original
dataset_aug/cv_pool/batik/009__68d05da78831__zoom06_0124.jpg,68d05da78831,68d05da78831,dataset_batik/batik/Solo_Parang/009.jpg,batik,1,Solo_Parang,cv_pool,True,zoom06
dataset_aug/cv_pool/batik/pekalongan5__6900868add34__orig_0128.jpg,6900868add34,6900868add34,dataset_batik/batik/batik pekalongan/pekalongan5.jpg,batik,1,batik pekalongan,cv_pool,False,original
dataset_aug/cv_pool/batik/pekalongan5__6900868add34__rot+13p3_0049.jpg,6900868add34,6900868add34,dataset_batik/batik/batik pekalongan/pekalongan5.jpg,batik,1,batik pekalongan,cv_pool,True,rot+13p3
