path,source_id,kelas_aktual,kelas_prediksi,score_batik,confidence,correct,visualization_file
uji_eksternal/batik/batik_parang (3).jpg,098b89a01667,batik,batik,0.7075653428311162,0.7075653428311162,True,batik__parang__098b89a01667.png
uji_eksternal/batik/batik_parang (4).jpg,88b348474585,batik,batik,0.649323133825652,0.649323133825652,True,batik__parang__88b348474585.png
uji_eksternal/batik/batik_parang (5).jpg,d4f5114d7f29,batik,non_batik,0.3214259031386648,0.6785740968613352,False,batik__parang__d4f5114d7f29.png
uji_eksternal/batik/batik_parang.jpg,d9c7129b2e6d,batik,batik,0.7130158857203911,0.7130158857203911,True,batik__parang__d9c7129b2e6d.png
uji_eksternal/batik/batik_sogan (1).jpg,e0afadad4217,batik,batik,0.6458988066240942,0.6458988066240942,True,batik__sogan__e0afadad4217.png
uji_eksternal/batik/batik_sogan (2).jpg,8de9e044b85d,batik,non_batik,0.45258112709265325,0.5474188729073468,False,batik__sogan__8de9e044b85d.png
uji_eksternal/batik/batik_sogan (3).jpg,7bbeb917afc1,batik,non_batik,0.33437777653846884,0.6656222234615312,False,batik__sogan__7bbeb917afc1.png
uji_eksternal/batik/batik_sogan (4).jpg,2647481a9091,batik,batik,0.6328950355166374,0.6328950355166374,True,batik__sogan__2647481a9091.png
uji_eksternal/batik/batik_sogan (5).jpg,6f79eddb99bb,batik,batik,0.542716334529007,0.542716334529007,True,batik__sogan__6f79eddb99bb.png
uji_eksternal/non_batik/flanel_kotak (1).jpg,64e9d289ebb7,non_batik,non_batik,0.21272220800274694,0.7872777919972531,True,non_batik__kotak__64e9d289ebb7.png
uji_eksternal/non_batik/flanel_kotak (2).jpg,a2035c59c173,non_batik,non_batik,0.2191408911365651,0.7808591088634349,True,non_batik__kotak__a2035c59c173.png
uji_eksternal/non_batik/flanel_kotak (3).jpg,08877e0d0bd2,non_batik,non_batik,0.2229398219981466,0.7770601780018533,True,non_batik__kotak__08877e0d0bd2.png
uji_eksternal/non_batik/kain_bunga (1).jpg,e52e0d23ca2d,non_batik,non_batik,0.3758636162075308,0.6241363837924692,True,non_batik__bunga__e52e0d23ca2d.png
uji_eksternal/non_batik/kain_bunga (2).jpg,1600b15747c7,non_batik,non_batik,0.48424443798754213,0.5157555620124579,True,non_batik__bunga__1600b15747c7.png
uji_eksternal/non_batik/kain_bunga (3).jpg,4d13e58e5a18,non_batik,non_batik,0.41929586888081527,0.5807041311191847,True,non_batik__bunga__4d13e58e5a18.png
uji_eksternal/non_batik/kain_bunga (4).jpg,8e95091d7820,non_batik,batik,0.7118635633196234,0.7118635633196234,False,non_batik__bunga__8e95091d7820.png
uji_eksternal/non_batik/kain_fabric (1).jpg,4f9c1a9eb14b,non_batik,non_batik,0.2821938727240661,0.717806127275934,True,non_batik__fabric__4f9c1a9eb14b.png
uji_eksternal/non_batik/kain_fabric (2).jpg,a3e4b20c7284,non_batik,non_batik,0.39684143455477383,0.6031585654452262,True,non_batik__fabric__a3e4b20c7284.png
uji_eksternal/non_batik/kain_fabric (3).jpg,5a1eb2eb9bf9,non_batik,non_batik,0.3071269618686213,0.6928730381313787,True,non_batik__fabric__5a1eb2eb9bf9.png
uji_eksternal/non_batik/kain_kotak (1).jpg,c7b422c60277,non_batik,batik,0.7099769988178325,0.7099769988178325,False,non_batik__kotak__c7b422c60277.png
uji_eksternal/non_batik/kain_kotak (1).png,e9dd024cd6bf,non_batik,non_batik,0.24380712375332983,0.7561928762466702,True,non_batik__kotak__e9dd024cd6bf.png
uji_eksternal/non_batik/kain_kotak (2).jpg,bd8dadf9fd4f,non_batik,non_batik,0.31383009502301057,0.6861699049769894,True,non_batik__kotak__bd8dadf9fd4f.png
uji_eksternal/non_batik/kain_kotak (3).jpg,28ba89a366ea,non_batik,non_batik,0.24256014840429416,0.7574398515957058,True,non_batik__kotak__28ba89a366ea.png
uji_eksternal/non_batik/kain_salur (1).jpg,0a91167e1694,non_batik,non_batik,0.2425527888878387,0.7574472111121613,True,non_batik__salur__0a91167e1694.png
uji_eksternal/non_batik/kain_salur (2).jpg,8fb2b9072c05,non_batik,non_batik,0.24417438801733823,0.7558256119826617,True,non_batik__salur__8fb2b9072c05.png
uji_eksternal/non_batik/kain_salur (3).jpg,133e0acbdce7,non_batik,non_batik,0.2788254127646741,0.7211745872353259,True,non_batik__salur__133e0acbdce7.png
uji_eksternal/non_batik/kain_salur (4).jpg,81ef06d4d813,non_batik,non_batik,0.2521299240867879,0.7478700759132121,True,non_batik__salur__81ef06d4d813.png
uji_eksternal/non_batik/kain_tenun_ikat (1).jpg,fa69047f454b,non_batik,batik,0.814560068210978,0.814560068210978,False,non_batik__tenun_ikat__fa69047f454b.png
uji_eksternal/non_batik/kain_tenun_ikat (1).webp,bbaec1c98b8c,non_batik,batik,0.7653468213923786,0.7653468213923786,False,non_batik__tenun_ikat__bbaec1c98b8c.png
uji_eksternal/non_batik/kain_tenun_ikat (2).jpg,19e1a072de19,non_batik,batik,0.7985630509895136,0.7985630509895136,False,non_batik__tenun_ikat__19e1a072de19.png
uji_eksternal/non_batik/kain_tenun_ikat (3).jpg,153a16fa7f5c,non_batik,batik,0.5367313947394277,0.5367313947394277,False,non_batik__tenun_ikat__153a16fa7f5c.png
uji_eksternal/non_batik/polkadot1.jpg,ab6b26fd68ca,non_batik,non_batik,0.48137771103733895,0.518622288962661,True,non_batik__polkadot__ab6b26fd68ca.png
uji_eksternal/non_batik/polkadot2.jpg,4c01bf2a3e27,non_batik,non_batik,0.478139875974049,0.521860124025951,True,non_batik__polkadot__4c01bf2a3e27.png
uji_eksternal/non_batik/polkadot3.jpg,ae195b3e40cc,non_batik,non_batik,0.3081578761166008,0.6918421238833992,True,non_batik__polkadot__ae195b3e40cc.png
uji_eksternal/non_batik/polos1.jpg,d38bf600e463,non_batik,non_batik,0.376747592675373,0.6232524073246271,True,non_batik__polos__d38bf600e463.png
uji_eksternal/non_batik/polos2.jpg,b9754262d30e,non_batik,non_batik,0.31582248095311816,0.6841775190468818,True,non_batik__polos__b9754262d30e.png
uji_eksternal/non_batik/polos3.webp,200d4cd500e8,non_batik,non_batik,0.23754910592405146,0.7624508940759486,True,non_batik__polos__200d4cd500e8.png
uji_eksternal/non_batik/polos4.webp,445c3072fd40,non_batik,non_batik,0.1652743942102828,0.8347256057897172,True,non_batik__polos__445c3072fd40.png
uji_eksternal/non_batik/polos5.jpg,cdd159fff7dc,non_batik,non_batik,0.24380715899680688,0.7561928410031931,True,non_batik__polos__cdd159fff7dc.png
