repeat,source_id,outer_fold
3,9fb8bf36fd8b,4
3,204cc85f05f5,4
3,ef0f096eef7d,4
3,72312efd43da,4
3,8044eaaa01ee,4
3,482d00c6689f,4
3,a291e5c48a49,4
3,20802bdd836c,4
3,f74bb111b026,4
3,d508f4f2374c,4
3,8cd33e274e4d,4
3,318560941f39,4
3,9c55efc8bc01,4
3,c54620730f2e,4
3,2a2a23410a51,4
3,7a71ef3f3ade,4
3,5417f1939333,4
3,0c9036a66a5e,4
3,fd0c795decdf,4
3,e9fea915240b,4
3,6900868add34,4
3,0fd5923aff43,4
3,3d5238641255,4
3,c11183e9d1cd,4
3,c1afa12764cf,4
3,92deccab5470,4
3,f6b3418e39a1,4
3,41c663680f51,4
3,9a27b470f78d,4
3,699c4602a8e0,4
3,5f82b8c47ed9,4
3,6b6b7bdfe34a,4
3,3b5356f36723,4
3,0ed496d9169c,4
3,3db0cabb6a47,5
3,a592c69656eb,5
3,050046f947a6,5
3,8eabcd2abffa,5
3,68d05da78831,5
3,1ebf8c8980d8,5
3,339148643a6c,5
3,4296840cb96e,5
3,8bf4cb106e92,5
3,2a17bd6593bc,5
3,494cc5d151c0,5
3,e29a2b8d50fa,5
3,49e6fc0351e9,5
3,94870fc592ab,5
3,861b084216ea,5
3,7cb908544ba8,5
3,c8a756244bdd,5
3,5f3323d49daf,5
3,46224a6951cd,5
3,1ae0673d1fc2,5
3,7bdd4895a8f4,5
3,a24266798391,5
3,a940ff920c6c,5
3,bdad9f0a9e63,5
3,a234e5ca3e30,5
3,f745452e50e3,5
3,028b7571da11,5
3,21b7b85d4086,5
3,c5761d229b6c,5
3,e7a78b6680b5,5
3,bbcc043171d4,5
3,fc6da929304d,5
3,0ce96dcf1e27,5
3,33eb73d4c302,5
3,4bd0134802da,5
3,378df26e0ccb,5
3,27a1a686fc67,5
3,c9fffdb4983d,5
3,3db82daf6e86,5
3,dac06cb81326,5
4,de330aa7d1a2,1
4,4ce26e238996,1
4,68d05da78831,1
4,7fbd1b9fbaf8,1
4,17204d5eeb3c,1
4,0cda161b73d8,1
4,482d00c6689f,1
4,8bf4cb106e92,1
4,494cc5d151c0,1
4,49e6fc0351e9,1
4,35db741433f7,1
4,c2b746a6af12,1
4,ba741b615b90,1
4,01423db2bf4d,1
4,318560941f39,1
4,2a2a23410a51,1
4,cccca1ba3cae,1
4,cd0513428af6,1
4,a3833f8e9773,1
4,72cc088c4040,1
4,7a71ef3f3ade,1
4,a940ff920c6c,1
4,fb19d7075d8a,1
4,aa85c99944f2,1
4,5bfe72414caf,1
4,cba62b260aa8,1
4,a234e5ca3e30,1
4,db4135d30eec,1
4,3d5238641255,1
4,bbcc043171d4,1
4,c1afa12764cf,1
4,2147c3827a53,1
4,9a27b470f78d,1
4,ffeae644af12,1
4,378df26e0ccb,1
4,c9fffdb4983d,1
4,b2131a29e3e4,1
4,e6a8630feb76,1
4,372c786cc900,1
4,dac06cb81326,1
4,4cf5c0621088,2
4,e5f8bb3aa14e,2
4,6442e19a4f03,2
4,0f308677eb60,2
4,ae689bfb028c,2
4,ec9825accca7,2
4,fc1e0904dd28,2
4,cc4ed19c721d,2
4,418868e904b3,2
4,9fb8bf36fd8b,2
4,a10f0a7e53bd,2
4,204cc85f05f5,2
4,37dc41276bd9,2
4,e49dc5a7d4dd,2
4,73e531fe1cee,2
4,861b084216ea,2
4,c23c92dfb3a6,2
4,5a0b830d2c1b,2
4,bbdb13d788e1,2
4,46224a6951cd,2
4,64c221c7e69e,2
4,7556e7595482,2
4,7bdd4895a8f4,2
4,05ccbfc92105,2
4,71b47ddc1aef,2
4,e7708ac8cb87,2
4,519b6e1dfbd9,2
4,0c9036a66a5e,2
4,f190f4ab82fd,2
4,21b7b85d4086,2
4,c11183e9d1cd,2
4,92deccab5470,2
4,d9276d559999,2
4,3ca855a91edc,2
4,699c4602a8e0,2
4,3c1f730579dc,2
4,1937342e6d3a,2
4,27a1a686fc67,2
4,0b857a24ecf0,2
4,d916f3c4756e,2
4,54bfb8bd54ab,3
4,6ee03ea4ad8e,3
4,9650ae0e9e81,3
4,232973849352,3
4,1ebf8c8980d8,3
4,5dc0a5b5e0e3,3
4,339148643a6c,3
4,2a17bd6593bc,3
4,8be73861e239,3
4,95f29eea7980,3
4,1a750a1ff1bb,3
4,e29a2b8d50fa,3
4,c8389f7774ca,3
4,94870fc592ab,3
4,32d72ffa72f3,3
4,7a6a08371391,3
4,c8a756244bdd,3
4,8cd33e274e4d,3
4,bd730be873eb,3
4,eb2a2549a57f,3
4,1ae0673d1fc2,3
4,8e278f004798,3
4,0f8e0b867151,3
4,74dfb64fde15,3
4,1e1c6c73c84d,3
4,028b7571da11,3
4,9ca0fa064166,3
4,0fd5923aff43,3
4,bc0863dfd9c1,3
4,1f9fa02cb0e6,3
4,41c663680f51,3
4,8050e3061ee9,3
4,5749ecfbcd39,3
4,bb5154fad02f,3
4,a7f92f18470f,3
4,ad3de2744108,3
4,6a5fca546dc0,3
4,5f82b8c47ed9,3
4,51819fbbc26f,3
4,d5ce7ee1e352,3
4,be63966ec5ec,3
4,cf833bbbc2d2,4
4,32d738243497,4
4,fa24684732b1,4
4,798dd241fbb7,4
4,e9fd42eb86e9,4
4,ef0f096eef7d,4
4,72312efd43da,4
4,8044eaaa01ee,4
4,a291e5c48a49,4
4,9cc5012e3077,4
4,20802bdd836c,4
4,be07729e8e4c,4
4,56fa039f7fcf,4
4,4378ec5c01d7,4
4,8c566ec9c05a,4
4,4685b3b6f662,4
4,f74bb111b026,4
4,dbb32ee71649,4
4,5f3323d49daf,4
4,821b217c3490,4
4,9c71e54f91f9,4
4,224b3baae42f,4
4,a24266798391,4
4,fd0c795decdf,4
4,e9fea915240b,4
4,f745452e50e3,4
4,24dcb9ff498b,4
4,1c522c3d0bdc,4
4,c9420c985ea9,4
4,62ac50dcc85a,4
4,e7a78b6680b5,4
4,fc6da929304d,4
4,f88b483bd98e,4
4,bcabfe0310f4,4
4,648259d35596,4
4,33eb73d4c302,4
4,4bd0134802da,4
4,6b6b7bdfe34a,4
4,0ed496d9169c,4
4,3db82daf6e86,4
4,aefd54b84960,5
4,4887f2b0b9db,5
4,7df4d5dd4fc0,5
4,3db0cabb6a47,5
4,6dc41f6c55a3,5
4,a592c69656eb,5
4,050046f947a6,5
4,8eabcd2abffa,5
4,4296840cb96e,5
4,8302690a77c5,5
4,5fbb49767a26,5
4,7cb908544ba8,5
4,975d095d1710,5
4,d508f4f2374c,5
4,15c3a3af00f1,5
4,973f90f1c799,5
4,9c55efc8bc01,5
4,c54620730f2e,5
4,cef09f780063,5
4,5417f1939333,5
4,b9f0bcdd4ffc,5
4,3c68bb5f2327,5
4,9710a61c2b42,5
4,bdad9f0a9e63,5
4,6900868add34,5
4,f11fc60776fe,5
4,e0dbc911eac7,5
4,3424f5620431,5
4,ed293cabd087,5
4,7a26d7e18b89,5
4,eac540cba307,5
4,c5761d229b6c,5
4,4b2cb2577a69,5
4,f6b3418e39a1,5
4,9dd396e5e2cf,5
4,3d11a9f87152,5
4,0ce96dcf1e27,5
4,3f3ad4376dd0,5
4,3b5356f36723,5
4,31a7bede42b0,5
5,4cf5c0621088,1
5,4887f2b0b9db,1
5,7df4d5dd4fc0,1
5,798dd241fbb7,1
5,68d05da78831,1
5,7fbd1b9fbaf8,1
5,1ebf8c8980d8,1
5,72312efd43da,1
5,95f29eea7980,1
5,20802bdd836c,1
5,56fa039f7fcf,1
5,94870fc592ab,1
5,f74bb111b026,1
5,dbb32ee71649,1
5,318560941f39,1
5,c54620730f2e,1
5,46224a6951cd,1
5,cd0513428af6,1
5,224b3baae42f,1
5,a3833f8e9773,1
5,72cc088c4040,1
5,5417f1939333,1
5,7bdd4895a8f4,1
5,a940ff920c6c,1
5,bdad9f0a9e63,1
5,fb19d7075d8a,1
5,aa85c99944f2,1
5,e0dbc911eac7,1
5,3424f5620431,1
5,db4135d30eec,1
5,62ac50dcc85a,1
5,9dd396e5e2cf,1
5,d9276d559999,1
5,9a27b470f78d,1
5,8050e3061ee9,1
5,5749ecfbcd39,1
5,699c4602a8e0,1
5,ad3de2744108,1
5,5f82b8c47ed9,1
5,e6a8630feb76,1
5,372c786cc900,1
5,cf833bbbc2d2,2
5,6442e19a4f03,2
5,ec9825accca7,2
5,fc1e0904dd28,2
5,9650ae0e9e81,2
5,418868e904b3,2
5,e9fd42eb86e9,2
5,8be73861e239,2
5,8302690a77c5,2
5,861b084216ea,2
5,4685b3b6f662,2
5,7a6a08371391,2
5,15c3a3af00f1,2
5,8cd33e274e4d,2
5,5f3323d49daf,2
5,821b217c3490,2
5,bbdb13d788e1,2
5,9c55efc8bc01,2
5,2a2a23410a51,2
5,8e278f004798,2
5,05ccbfc92105,2
5,a24266798391,2
5,3c68bb5f2327,2
5,fd0c795decdf,2
5,cba62b260aa8,2
5,a234e5ca3e30,2
5,24dcb9ff498b,2
5,1f9fa02cb0e6,2
5,e7a78b6680b5,2
5,bbcc043171d4,2
5,41c663680f51,2
5,f88b483bd98e,2
5,bb5154fad02f,2
5,6a5fca546dc0,2
5,4bd0134802da,2
5,1937342e6d3a,2
5,27a1a686fc67,2
5,3b5356f36723,2
5,0ed496d9169c,2
5,31a7bede42b0,2
5,54bfb8bd54ab,3
5,fa24684732b1,3
5,6ee03ea4ad8e,3
5,a10f0a7e53bd,3
5,3db0cabb6a47,3
5,6dc41f6c55a3,3
5,8eabcd2abffa,3
5,e49dc5a7d4dd,3
5,17204d5eeb3c,3
5,482d00c6689f,3
5,73e531fe1cee,3
5,a291e5c48a49,3
5,e29a2b8d50fa,3
5,c8389f7774ca,3
5,49e6fc0351e9,3
5,32d72ffa72f3,3
5,8c566ec9c05a,3
5,c2b746a6af12,3
5,ba741b615b90,3
5,c8a756244bdd,3
5,bd730be873eb,3
5,1ae0673d1fc2,3
5,9c71e54f91f9,3
5,7556e7595482,3
5,e9fea915240b,3
5,f745452e50e3,3
5,f11fc60776fe,3
5,1c522c3d0bdc,3
5,f190f4ab82fd,3
5,21b7b85d4086,3
5,eac540cba307,3
5,3d5238641255,3
5,2147c3827a53,3
5,fc6da929304d,3
5,3d11a9f87152,3
5,33eb73d4c302,3
5,a7f92f18470f,3
5,3f3ad4376dd0,3
5,0b857a24ecf0,3
5,d916f3c4756e,3
5,de330aa7d1a2,4
5,0f308677eb60,4
5,ae689bfb028c,4
5,232973849352,4
5,9fb8bf36fd8b,4
5,204cc85f05f5,4
5,050046f947a6,4
5,37dc41276bd9,4
5,5dc0a5b5e0e3,4
5,8044eaaa01ee,4
5,339148643a6c,4
5,8bf4cb106e92,4
5,2a17bd6593bc,4
5,494cc5d151c0,4
5,be07729e8e4c,4
5,01423db2bf4d,4
5,975d095d1710,4
5,d508f4f2374c,4
5,eb2a2549a57f,4
5,7a71ef3f3ade,4
5,b9f0bcdd4ffc,4
5,e7708ac8cb87,4
5,519b6e1dfbd9,4
5,9710a61c2b42,4
5,0c9036a66a5e,4
5,5bfe72414caf,4
5,028b7571da11,4
5,0fd5923aff43,4
5,bc0863dfd9c1,4
5,c9420c985ea9,4
5,c5761d229b6c,4
5,c11183e9d1cd,4
5,c1afa12764cf,4
5,0ce96dcf1e27,4
5,3ca855a91edc,4
5,ffeae644af12,4
5,3c1f730579dc,4
5,378df26e0ccb,4
5,b2131a29e3e4,4
5,dac06cb81326,4
5,aefd54b84960,5
5,e5f8bb3aa14e,5
5,32d738243497,5
5,cc4ed19c721d,5
5,a592c69656eb,5
5,4ce26e238996,5
5,ef0f096eef7d,5
5,0cda161b73d8,5
5,4296840cb96e,5
5,1a750a1ff1bb,5
5,5fbb49767a26,5
5,35db741433f7,5
5,9cc5012e3077,5
5,4378ec5c01d7,5
5,7cb908544ba8,5
5,c23c92dfb3a6,5
5,5a0b830d2c1b,5
5,973f90f1c799,5
5,cccca1ba3cae,5
5,cef09f780063,5
5,0f8e0b867151,5
5,64c221c7e69e,5
5,71b47ddc1aef,5
5,74dfb64fde15,5
5,6900868add34,5
5,1e1c6c73c84d,5
5,9ca0fa064166,5
5,ed293cabd087,5
5,7a26d7e18b89,5
5,4b2cb2577a69,5
5,92deccab5470,5
5,f6b3418e39a1,5
5,bcabfe0310f4,5
5,648259d35596,5
5,51819fbbc26f,5
5,d5ce7ee1e352,5
5,6b6b7bdfe34a,5
5,c9fffdb4983d,5
5,3db82daf6e86,5
5,be63966ec5ec,5
