repeat,outer_fold,inner_fold,phase,source_id,path,kelas,label,subjenis,is_augmented,transform,transform_index
1,1,1,inner_selection,7fbd1b9fbaf8,dataset_batik/batik/SulawesiSelatan_Lontara/0013.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,1,1,inner_selection,c9fffdb4983d,dataset_batik/non_batik/tenun/tenun (1).png,non_batik,0,tenun,True,contrast0p93,8
1,1,1,inner_selection,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,True,brightness0p96,7
1,1,1,inner_selection,519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,True,brightness0p91,7
1,1,1,inner_selection,3d11a9f87152,dataset_batik/non_batik/geometris/geometris (9).png,non_batik,0,geometris,True,rot180,1
1,1,1,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,rot180,1
1,1,1,inner_selection,73e531fe1cee,dataset_batik/batik/SumateraBarat_Rumah_Minang/0015.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot90,0
1,1,1,inner_selection,95f29eea7980,dataset_batik/batik/SumateraBarat_Rumah_Minang/0019.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,821b217c3490,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,batik,1,Yogyakarta_Kawung,True,rot180,1
1,1,1,inner_selection,27a1a686fc67,dataset_batik/non_batik/polos/polos (6).png,non_batik,0,polos,True,contrast0p97,8
1,1,1,inner_selection,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,9a27b470f78d,dataset_batik/non_batik/kotak/kotak3.png,non_batik,0,kotak,False,original,-1
1,1,1,inner_selection,ae689bfb028c,dataset_batik/batik/Solo_Parang/0016.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,True,brightness1p05,7
1,1,1,inner_selection,3424f5620431,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,non_batik,0,bunga_nonbatik,False,original,-1
1,1,1,inner_selection,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,b9f0bcdd4ffc,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,1,1,inner_selection,6a5fca546dc0,dataset_batik/non_batik/modern/modern (9).png,non_batik,0,modern,True,rot90,0
1,1,1,inner_selection,0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,True,flip_v,5
1,1,1,inner_selection,49e6fc0351e9,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_h,4
1,1,1,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,True,flip_h,4
1,1,1,inner_selection,bb5154fad02f,dataset_batik/non_batik/modern/modern (2).png,non_batik,0,modern,False,original,-1
1,1,1,inner_selection,5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,True,rot180,1
1,1,1,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,True,flip_v,5
1,1,1,inner_selection,ffeae644af12,dataset_batik/non_batik/polkadot/polkadot4.jpg,non_batik,0,polkadot,True,brightness0p97,7
1,1,1,inner_selection,8e278f004798,dataset_batik/batik/Yogyakarta_Kawung/006.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,e7708ac8cb87,dataset_batik/batik/Yogyakarta_Parang/0036.jpg,batik,1,Yogyakarta_Parang,True,rot180,1
1,1,1,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,False,original,-1
1,1,1,inner_selection,54bfb8bd54ab,dataset_batik/batik/Solo_Parang/001.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,5bfe72414caf,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,batik,1,batik pekalongan,False,original,-1
1,1,1,inner_selection,4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,True,flip_h,4
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,contrast0p91,8
1,1,1,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,False,original,-1
1,1,1,inner_selection,bb5154fad02f,dataset_batik/non_batik/modern/modern (2).png,non_batik,0,modern,True,flip_h,4
1,1,1,inner_selection,e6a8630feb76,dataset_batik/non_batik/tenun/tenun (5).png,non_batik,0,tenun,True,contrast0p97,8
1,1,1,inner_selection,5749ecfbcd39,dataset_batik/non_batik/modern/modern (10).png,non_batik,0,modern,True,flip_v,5
1,1,1,inner_selection,8bf4cb106e92,dataset_batik/batik/SumateraBarat_Rumah_Minang/0013.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_v,5
1,1,1,inner_selection,6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,True,brightness0p90,7
1,1,1,inner_selection,5749ecfbcd39,dataset_batik/non_batik/modern/modern (10).png,non_batik,0,modern,True,rot90,0
1,1,1,inner_selection,8bf4cb106e92,dataset_batik/batik/SumateraBarat_Rumah_Minang/0013.jpg,batik,1,SumateraBarat_Rumah_Minang,True,brightness0p96,7
1,1,1,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,True,zoom07,6
1,1,1,inner_selection,8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,True,zoom05,6
1,1,1,inner_selection,648259d35596,dataset_batik/non_batik/kotak/kotak5.jpg,non_batik,0,kotak,True,zoom05,6
1,1,1,inner_selection,c1afa12764cf,dataset_batik/non_batik/garis/garis1 (5).jpg,non_batik,0,garis,True,rot270,2
1,1,1,inner_selection,0ed496d9169c,dataset_batik/non_batik/polos/polos (9).png,non_batik,0,polos,True,contrast1p12,8
1,1,1,inner_selection,fb19d7075d8a,dataset_batik/batik/Yogyakarta_Parang/008.jpg,batik,1,Yogyakarta_Parang,True,brightness1p08,7
1,1,1,inner_selection,050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,True,brightness0p95,7
1,1,1,inner_selection,eb2a2549a57f,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,batik,1,Yogyakarta_Kawung,True,rot90,0
1,1,1,inner_selection,bcabfe0310f4,dataset_batik/non_batik/kotak/kotak4.jpg,non_batik,0,kotak,True,rot180,1
1,1,1,inner_selection,f190f4ab82fd,dataset_batik/non_batik/bunga_nonbatik/bunga (3).png,non_batik,0,bunga_nonbatik,False,original,-1
1,1,1,inner_selection,3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,True,flip_h,4
1,1,1,inner_selection,9650ae0e9e81,dataset_batik/batik/Solo_Parang/0024.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,3b5356f36723,dataset_batik/non_batik/polos/polos (8).png,non_batik,0,polos,True,brightness1p04,7
1,1,1,inner_selection,7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,True,rot270,2
1,1,1,inner_selection,dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,True,brightness0p88,7
1,1,1,inner_selection,71b47ddc1aef,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,batik,1,Yogyakarta_Parang,True,rot270,2
1,1,1,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,rot270,2
1,1,1,inner_selection,418868e904b3,dataset_batik/batik/Solo_Parang/0025.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,c2b746a6af12,dataset_batik/batik/Yogyakarta_Kawung/0014.jpg,batik,1,Yogyakarta_Kawung,True,rot180,1
1,1,1,inner_selection,72312efd43da,dataset_batik/batik/SulawesiSelatan_Lontara/0034.jpg,batik,1,SulawesiSelatan_Lontara,False,original,-1
1,1,1,inner_selection,0c9036a66a5e,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,1,1,inner_selection,5749ecfbcd39,dataset_batik/non_batik/modern/modern (10).png,non_batik,0,modern,True,rot+2p0,3
1,1,1,inner_selection,cccca1ba3cae,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,batik,1,Yogyakarta_Kawung,True,zoom02,6
1,1,1,inner_selection,0ce96dcf1e27,dataset_batik/non_batik/kotak/kotak2.jpg,non_batik,0,kotak,True,contrast0p97,8
1,1,1,inner_selection,e5f8bb3aa14e,dataset_batik/batik/Batik Sekar Jagad/54.jpg,batik,1,Batik Sekar Jagad,True,contrast1p13,8
1,1,1,inner_selection,31a7bede42b0,dataset_batik/non_batik/tenun/tenun (7).png,non_batik,0,tenun,True,zoom04,6
1,1,1,inner_selection,c8a756244bdd,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,9ca0fa064166,dataset_batik/batik/batik semarangan/semarangan5.jpg,batik,1,batik semarangan,True,brightness0p97,7
1,1,1,inner_selection,46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,True,flip_h,4
1,1,1,inner_selection,a592c69656eb,dataset_batik/batik/Solo_Parang/0036.jpg,batik,1,Solo_Parang,True,rot-11p7,3
1,1,1,inner_selection,f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,True,brightness0p85,7
1,1,1,inner_selection,1f9fa02cb0e6,dataset_batik/non_batik/bunga_nonbatik/bunga3.webp,non_batik,0,bunga_nonbatik,True,rot270,2
1,1,1,inner_selection,3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,True,rot+12p5,3
1,1,1,inner_selection,6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,True,rot90,0
1,1,1,inner_selection,cef09f780063,dataset_batik/batik/Yogyakarta_Parang/002.jpg,batik,1,Yogyakarta_Parang,True,rot180,1
1,1,1,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,True,rot270,2
1,1,1,inner_selection,3db82daf6e86,dataset_batik/non_batik/tenun/tenun (4).png,non_batik,0,tenun,True,contrast1p07,8
1,1,1,inner_selection,bd730be873eb,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,False,original,-1
1,1,1,inner_selection,6a5fca546dc0,dataset_batik/non_batik/modern/modern (9).png,non_batik,0,modern,True,zoom06,6
1,1,1,inner_selection,e9fd42eb86e9,dataset_batik/batik/Solo_Parang/0039.jpg,batik,1,Solo_Parang,True,rot90,0
1,1,1,inner_selection,72cc088c4040,dataset_batik/batik/Yogyakarta_Parang/0018.jpg,batik,1,Yogyakarta_Parang,True,rot+8p7,3
1,1,1,inner_selection,51819fbbc26f,dataset_batik/non_batik/polos/polos (3).png,non_batik,0,polos,True,rot270,2
1,1,1,inner_selection,8eabcd2abffa,dataset_batik/batik/Solo_Parang/0040.jpg,batik,1,Solo_Parang,True,rot180,1
1,1,1,inner_selection,0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,True,zoom07,6
1,1,1,inner_selection,4cf5c0621088,dataset_batik/batik/Batik Sekar Jagad/1.jpg,batik,1,Batik Sekar Jagad,False,original,-1
1,1,1,inner_selection,62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,True,brightness1p05,7
1,1,1,inner_selection,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,True,rot270,2
1,1,1,inner_selection,72312efd43da,dataset_batik/batik/SulawesiSelatan_Lontara/0034.jpg,batik,1,SulawesiSelatan_Lontara,True,contrast0p86,8
1,1,1,inner_selection,eb2a2549a57f,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,batik,1,Yogyakarta_Kawung,True,zoom03,6
1,1,1,inner_selection,7df4d5dd4fc0,dataset_batik/batik/Solo_Parang/0029.jpg,batik,1,Solo_Parang,True,contrast0p87,8
1,1,1,inner_selection,bdad9f0a9e63,dataset_batik/batik/Yogyakarta_Parang/007.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,1,1,inner_selection,3b5356f36723,dataset_batik/non_batik/polos/polos (8).png,non_batik,0,polos,True,flip_h,4
1,1,1,inner_selection,c1afa12764cf,dataset_batik/non_batik/garis/garis1 (5).jpg,non_batik,0,garis,True,rot90,0
1,1,1,inner_selection,9cc5012e3077,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,batik,1,SumateraBarat_Rumah_Minang,True,zoom09,6
1,1,1,inner_selection,e29a2b8d50fa,dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,92deccab5470,dataset_batik/non_batik/geometris/geometris (10).png,non_batik,0,geometris,True,rot270,2
1,1,1,inner_selection,bcabfe0310f4,dataset_batik/non_batik/kotak/kotak4.jpg,non_batik,0,kotak,False,original,-1
1,1,1,inner_selection,3b5356f36723,dataset_batik/non_batik/polos/polos (8).png,non_batik,0,polos,False,original,-1
1,1,1,inner_selection,ffeae644af12,dataset_batik/non_batik/polkadot/polkadot4.jpg,non_batik,0,polkadot,True,rot90,0
1,1,1,inner_selection,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,c1afa12764cf,dataset_batik/non_batik/garis/garis1 (5).jpg,non_batik,0,garis,True,flip_h,4
1,1,1,inner_selection,bbdb13d788e1,dataset_batik/batik/Yogyakarta_Kawung/0035.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,fb19d7075d8a,dataset_batik/batik/Yogyakarta_Parang/008.jpg,batik,1,Yogyakarta_Parang,False,original,-1
1,1,1,inner_selection,c11183e9d1cd,dataset_batik/non_batik/garis/garis1 (4).jpg,non_batik,0,garis,False,original,-1
1,1,1,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,flip_v,5
1,1,1,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,True,contrast0p94,8
1,1,1,inner_selection,27a1a686fc67,dataset_batik/non_batik/polos/polos (6).png,non_batik,0,polos,True,rot-2p0,3
1,1,1,inner_selection,f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,False,original,-1
1,1,1,inner_selection,c11183e9d1cd,dataset_batik/non_batik/garis/garis1 (4).jpg,non_batik,0,garis,True,flip_v,5
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,rot90,0
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,rot270,2
1,1,1,inner_selection,b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,True,contrast0p90,8
1,1,1,inner_selection,a234e5ca3e30,dataset_batik/batik/batik semarangan/semarangan1.jpg,batik,1,batik semarangan,False,original,-1
1,1,1,inner_selection,3f3ad4376dd0,dataset_batik/non_batik/modern/modern (8).png,non_batik,0,modern,True,rot90,0
1,1,1,inner_selection,bb5154fad02f,dataset_batik/non_batik/modern/modern (2).png,non_batik,0,modern,True,rot-9p7,3
1,1,1,inner_selection,5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot90,0
1,1,1,inner_selection,eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,True,flip_h,4
1,1,1,inner_selection,a592c69656eb,dataset_batik/batik/Solo_Parang/0036.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,7fbd1b9fbaf8,dataset_batik/batik/SulawesiSelatan_Lontara/0013.jpg,batik,1,SulawesiSelatan_Lontara,True,rot180,1
1,1,1,inner_selection,8eabcd2abffa,dataset_batik/batik/Solo_Parang/0040.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,brightness1p07,7
1,1,1,inner_selection,3424f5620431,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,non_batik,0,bunga_nonbatik,True,brightness1p08,7
1,1,1,inner_selection,648259d35596,dataset_batik/non_batik/kotak/kotak5.jpg,non_batik,0,kotak,True,flip_v,5
1,1,1,inner_selection,b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,True,flip_h,4
1,1,1,inner_selection,6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,True,rot180,1
1,1,1,inner_selection,0ce96dcf1e27,dataset_batik/non_batik/kotak/kotak2.jpg,non_batik,0,kotak,False,original,-1
1,1,1,inner_selection,8c566ec9c05a,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot90,0
1,1,1,inner_selection,973f90f1c799,dataset_batik/batik/Yogyakarta_Kawung/0033.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,1,1,inner_selection,27a1a686fc67,dataset_batik/non_batik/polos/polos (6).png,non_batik,0,polos,True,zoom06,6
1,1,1,inner_selection,3d11a9f87152,dataset_batik/non_batik/geometris/geometris (9).png,non_batik,0,geometris,False,original,-1
1,1,1,inner_selection,5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,821b217c3490,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,batik,1,Yogyakarta_Kawung,False,original,-1
1,1,1,inner_selection,6ee03ea4ad8e,dataset_batik/batik/Solo_Parang/0020.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,True,flip_v,5
1,1,1,inner_selection,7df4d5dd4fc0,dataset_batik/batik/Solo_Parang/0029.jpg,batik,1,Solo_Parang,False,original,-1
1,1,1,inner_selection,c1afa12764cf,dataset_batik/non_batik/garis/garis1 (5).jpg,non_batik,0,garis,True,zoom06,6
1,1,1,inner_selection,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,True,brightness0p94,7
1,1,1,inner_selection,27a1a686fc67,dataset_batik/non_batik/polos/polos (6).png,non_batik,0,polos,False,original,-1
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,flip_h,4
1,1,1,inner_selection,fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,True,zoom02,6
1,1,1,inner_selection,01423db2bf4d,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,batik,1,Yogyakarta_Kawung,True,rot+14p6,3
1,1,1,inner_selection,3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,True,rot+3p5,3
1,1,1,inner_selection,494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,False,original,-1
1,1,1,inner_selection,0ed496d9169c,dataset_batik/non_batik/polos/polos (9).png,non_batik,0,polos,True,flip_h,4
1,1,1,inner_selection,f190f4ab82fd,dataset_batik/non_batik/bunga_nonbatik/bunga (3).png,non_batik,0,bunga_nonbatik,True,rot270,2
1,1,1,inner_selection,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,True,rot180,1
1,1,1,inner_selection,3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,True,rot180,1
1,1,1,inner_selection,648259d35596,dataset_batik/non_batik/kotak/kotak5.jpg,non_batik,0,kotak,True,contrast0p97,8
1,1,1,inner_selection,51819fbbc26f,dataset_batik/non_batik/polos/polos (3).png,non_batik,0,polos,True,contrast1p12,8
1,1,1,inner_selection,64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,True,flip_h,4
1,1,1,inner_selection,c8a756244bdd,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,batik,1,Yogyakarta_Kawung,True,flip_v,5
1,1,1,inner_selection,eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,True,brightness1p03,7
1,1,1,inner_selection,dbb32ee71649,dataset_batik/batik/Yogyakarta_Kawung/0021.jpg,batik,1,Yogyakarta_Kawung,True,flip_h,4
1,1,1,inner_selection,9ca0fa064166,dataset_batik/batik/batik semarangan/semarangan5.jpg,batik,1,batik semarangan,False,original,-1
1,1,1,inner_selection,dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,False,original,-1
1,1,1,inner_selection,f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,True,rot180,1
1,1,1,inner_selection,4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,True,brightness0p94,7
1,1,1,inner_selection,3424f5620431,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,non_batik,0,bunga_nonbatik,True,contrast1p07,8
1,1,1,inner_selection,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,True,flip_v,5
1,1,1,inner_selection,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,True,rot90,0
1,1,1,inner_selection,ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,True,rot270,2
1,1,1,inner_selection,3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,False,original,-1
1,1,1,inner_selection,3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,False,original,-1
1,1,1,inner_selection,c9fffdb4983d,dataset_batik/non_batik/tenun/tenun (1).png,non_batik,0,tenun,False,original,-1
