source_id,path,kelas,label,subjenis,set,group_id,group_size
9fb8bf36fd8b,dataset_batik/batik/Solo_Parang/0028.jpg,batik,1,Solo_Parang,development,23,2
7df4d5dd4fc0,dataset_batik/batik/Solo_Parang/0029.jpg,batik,1,Solo_Parang,development,19,1
a10f0a7e53bd,dataset_batik/batik/Solo_Parang/0030.jpg,batik,1,Solo_Parang,development,20,1
798dd241fbb7,dataset_batik/batik/Solo_Parang/0031.jpg,batik,1,Solo_Parang,development,21,1
3db0cabb6a47,dataset_batik/batik/Solo_Parang/0032.jpg,batik,1,Solo_Parang,development,29,2
6dc41f6c55a3,dataset_batik/batik/Solo_Parang/0033.jpg,batik,1,Solo_Parang,development,22,1
204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,development,23,2
a592c69656eb,dataset_batik/batik/Solo_Parang/0036.jpg,batik,1,Solo_Parang,development,24,1
050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,development,25,1
37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,development,26,1
e9fd42eb86e9,dataset_batik/batik/Solo_Parang/0039.jpg,batik,1,Solo_Parang,development,27,1
4ce26e238996,dataset_batik/batik/Solo_Parang/004.jpg,batik,1,Solo_Parang,development,28,1
8eabcd2abffa,dataset_batik/batik/Solo_Parang/0040.jpg,batik,1,Solo_Parang,development,29,2
ef0f096eef7d,dataset_batik/batik/Solo_Parang/007.jpg,batik,1,Solo_Parang,development,30,1
68d05da78831,dataset_batik/batik/Solo_Parang/009.jpg,batik,1,Solo_Parang,development,31,1
7fbd1b9fbaf8,dataset_batik/batik/SulawesiSelatan_Lontara/0013.jpg,batik,1,SulawesiSelatan_Lontara,development,32,1
1ebf8c8980d8,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,batik,1,SulawesiSelatan_Lontara,development,33,1
e49dc5a7d4dd,dataset_batik/batik/SulawesiSelatan_Lontara/0018.jpg,batik,1,SulawesiSelatan_Lontara,development,34,1
17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,development,35,1
5dc0a5b5e0e3,dataset_batik/batik/SulawesiSelatan_Lontara/0030.jpg,batik,1,SulawesiSelatan_Lontara,development,36,1
72312efd43da,dataset_batik/batik/SulawesiSelatan_Lontara/0034.jpg,batik,1,SulawesiSelatan_Lontara,development,37,1
8044eaaa01ee,dataset_batik/batik/SulawesiSelatan_Lontara/0036.jpg,batik,1,SulawesiSelatan_Lontara,development,38,1
339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,development,39,1
0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,development,40,1
482d00c6689f,dataset_batik/batik/SumateraBarat_Rumah_Minang/0011.jpg,batik,1,SumateraBarat_Rumah_Minang,development,41,1
4296840cb96e,dataset_batik/batik/SumateraBarat_Rumah_Minang/0012.jpg,batik,1,SumateraBarat_Rumah_Minang,development,42,1
8bf4cb106e92,dataset_batik/batik/SumateraBarat_Rumah_Minang/0013.jpg,batik,1,SumateraBarat_Rumah_Minang,development,43,1
2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,development,44,1
73e531fe1cee,dataset_batik/batik/SumateraBarat_Rumah_Minang/0015.jpg,batik,1,SumateraBarat_Rumah_Minang,development,45,1
494cc5d151c0,dataset_batik/batik/SumateraBarat_Rumah_Minang/0017.jpg,batik,1,SumateraBarat_Rumah_Minang,development,46,1
8be73861e239,dataset_batik/batik/SumateraBarat_Rumah_Minang/0018.jpg,batik,1,SumateraBarat_Rumah_Minang,development,47,1
95f29eea7980,dataset_batik/batik/SumateraBarat_Rumah_Minang/0019.jpg,batik,1,SumateraBarat_Rumah_Minang,development,48,1
8302690a77c5,dataset_batik/batik/SumateraBarat_Rumah_Minang/002.jpg,batik,1,SumateraBarat_Rumah_Minang,development,49,1
1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,development,50,1
a291e5c48a49,dataset_batik/batik/SumateraBarat_Rumah_Minang/0021.jpg,batik,1,SumateraBarat_Rumah_Minang,development,51,1
e29a2b8d50fa,dataset_batik/batik/SumateraBarat_Rumah_Minang/0022.jpg,batik,1,SumateraBarat_Rumah_Minang,development,52,1
c8389f7774ca,dataset_batik/batik/SumateraBarat_Rumah_Minang/0023.jpg,batik,1,SumateraBarat_Rumah_Minang,development,53,1
5fbb49767a26,dataset_batik/batik/SumateraBarat_Rumah_Minang/0024.jpg,batik,1,SumateraBarat_Rumah_Minang,development,54,1
49e6fc0351e9,dataset_batik/batik/SumateraBarat_Rumah_Minang/0025.jpg,batik,1,SumateraBarat_Rumah_Minang,development,55,1
35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,development,56,1
9cc5012e3077,dataset_batik/batik/SumateraBarat_Rumah_Minang/0029.jpg,batik,1,SumateraBarat_Rumah_Minang,development,57,1
20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,development,58,1
be07729e8e4c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0036.jpg,batik,1,SumateraBarat_Rumah_Minang,development,59,1
56fa039f7fcf,dataset_batik/batik/SumateraBarat_Rumah_Minang/0037.jpg,batik,1,SumateraBarat_Rumah_Minang,development,60,1
94870fc592ab,dataset_batik/batik/SumateraBarat_Rumah_Minang/0038.jpg,batik,1,SumateraBarat_Rumah_Minang,development,61,1
861b084216ea,dataset_batik/batik/SumateraBarat_Rumah_Minang/005.jpg,batik,1,SumateraBarat_Rumah_Minang,development,62,1
4378ec5c01d7,dataset_batik/batik/SumateraBarat_Rumah_Minang/007.jpg,batik,1,SumateraBarat_Rumah_Minang,development,63,1
32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,development,64,1
8c566ec9c05a,dataset_batik/batik/SumateraBarat_Rumah_Minang/009.jpg,batik,1,SumateraBarat_Rumah_Minang,development,65,1
4685b3b6f662,dataset_batik/batik/Yogyakarta_Kawung/0010.jpg,batik,1,Yogyakarta_Kawung,development,81,2
c2b746a6af12,dataset_batik/batik/Yogyakarta_Kawung/0014.jpg,batik,1,Yogyakarta_Kawung,development,66,1
f74bb111b026,dataset_batik/batik/Yogyakarta_Kawung/0015.jpg,batik,1,Yogyakarta_Kawung,development,67,1
ba741b615b90,dataset_batik/batik/Yogyakarta_Kawung/0016.jpg,batik,1,Yogyakarta_Kawung,development,68,1
01423db2bf4d,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,batik,1,Yogyakarta_Kawung,development,69,1
7cb908544ba8,dataset_batik/batik/Yogyakarta_Kawung/0019.jpg,batik,1,Yogyakarta_Kawung,development,70,1
975d095d1710,dataset_batik/batik/Yogyakarta_Kawung/002.jpg,batik,1,Yogyakarta_Kawung,development,71,1
d508f4f2374c,dataset_batik/batik/Yogyakarta_Kawung/0020.jpg,batik,1,Yogyakarta_Kawung,development,72,1
dbb32ee71649,dataset_batik/batik/Yogyakarta_Kawung/0021.jpg,batik,1,Yogyakarta_Kawung,development,73,1
7a6a08371391,dataset_batik/batik/Yogyakarta_Kawung/0022.jpg,batik,1,Yogyakarta_Kawung,development,74,1
c8a756244bdd,dataset_batik/batik/Yogyakarta_Kawung/0024.jpg,batik,1,Yogyakarta_Kawung,development,75,1
15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,development,76,1
8cd33e274e4d,dataset_batik/batik/Yogyakarta_Kawung/0026.jpg,batik,1,Yogyakarta_Kawung,development,77,1
bd730be873eb,dataset_batik/batik/Yogyakarta_Kawung/0027.jpg,batik,1,Yogyakarta_Kawung,development,78,1
5f3323d49daf,dataset_batik/batik/Yogyakarta_Kawung/0029.jpg,batik,1,Yogyakarta_Kawung,development,79,1
318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,development,80,1
821b217c3490,dataset_batik/batik/Yogyakarta_Kawung/0030.jpg,batik,1,Yogyakarta_Kawung,development,81,2
c23c92dfb3a6,dataset_batik/batik/Yogyakarta_Kawung/0031.jpg,batik,1,Yogyakarta_Kawung,development,82,1
5a0b830d2c1b,dataset_batik/batik/Yogyakarta_Kawung/0032.jpg,batik,1,Yogyakarta_Kawung,development,83,1
973f90f1c799,dataset_batik/batik/Yogyakarta_Kawung/0033.jpg,batik,1,Yogyakarta_Kawung,development,84,1
bbdb13d788e1,dataset_batik/batik/Yogyakarta_Kawung/0035.jpg,batik,1,Yogyakarta_Kawung,development,85,1
9c55efc8bc01,dataset_batik/batik/Yogyakarta_Kawung/0036.jpg,batik,1,Yogyakarta_Kawung,development,86,1
c54620730f2e,dataset_batik/batik/Yogyakarta_Kawung/0037.jpg,batik,1,Yogyakarta_Kawung,development,87,1
46224a6951cd,dataset_batik/batik/Yogyakarta_Kawung/0039.jpg,batik,1,Yogyakarta_Kawung,development,88,1
eb2a2549a57f,dataset_batik/batik/Yogyakarta_Kawung/004.jpg,batik,1,Yogyakarta_Kawung,development,89,1
1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,development,90,1
2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,development,91,1
8e278f004798,dataset_batik/batik/Yogyakarta_Kawung/006.jpg,batik,1,Yogyakarta_Kawung,development,92,1
cccca1ba3cae,dataset_batik/batik/Yogyakarta_Kawung/009.jpg,batik,1,Yogyakarta_Kawung,development,93,1
9c71e54f91f9,dataset_batik/batik/Yogyakarta_Parang/0010.jpg,batik,1,Yogyakarta_Parang,development,94,1
cd0513428af6,dataset_batik/batik/Yogyakarta_Parang/0012.jpg,batik,1,Yogyakarta_Parang,development,117,3
224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,development,95,1
a3833f8e9773,dataset_batik/batik/Yogyakarta_Parang/0017.jpg,batik,1,Yogyakarta_Parang,development,117,3
72cc088c4040,dataset_batik/batik/Yogyakarta_Parang/0018.jpg,batik,1,Yogyakarta_Parang,development,96,1
7a71ef3f3ade,dataset_batik/batik/Yogyakarta_Parang/0019.jpg,batik,1,Yogyakarta_Parang,development,97,1
cef09f780063,dataset_batik/batik/Yogyakarta_Parang/002.jpg,batik,1,Yogyakarta_Parang,development,98,1
0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,development,99,1
64c221c7e69e,dataset_batik/batik/Yogyakarta_Parang/0024.jpg,batik,1,Yogyakarta_Parang,development,100,1
7556e7595482,dataset_batik/batik/Yogyakarta_Parang/0025.jpg,batik,1,Yogyakarta_Parang,development,101,1
5417f1939333,dataset_batik/batik/Yogyakarta_Parang/0028.jpg,batik,1,Yogyakarta_Parang,development,102,1
7bdd4895a8f4,dataset_batik/batik/Yogyakarta_Parang/0029.jpg,batik,1,Yogyakarta_Parang,development,103,1
05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,development,104,1
71b47ddc1aef,dataset_batik/batik/Yogyakarta_Parang/0030.jpg,batik,1,Yogyakarta_Parang,development,105,1
b9f0bcdd4ffc,dataset_batik/batik/Yogyakarta_Parang/0032.jpg,batik,1,Yogyakarta_Parang,development,106,1
a24266798391,dataset_batik/batik/Yogyakarta_Parang/0034.jpg,batik,1,Yogyakarta_Parang,development,107,1
e7708ac8cb87,dataset_batik/batik/Yogyakarta_Parang/0036.jpg,batik,1,Yogyakarta_Parang,development,108,1
3c68bb5f2327,dataset_batik/batik/Yogyakarta_Parang/0038.jpg,batik,1,Yogyakarta_Parang,development,109,1
519b6e1dfbd9,dataset_batik/batik/Yogyakarta_Parang/0039.jpg,batik,1,Yogyakarta_Parang,development,110,1
9710a61c2b42,dataset_batik/batik/Yogyakarta_Parang/004.jpg,batik,1,Yogyakarta_Parang,development,111,1
0c9036a66a5e,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,batik,1,Yogyakarta_Parang,development,112,1
a940ff920c6c,dataset_batik/batik/Yogyakarta_Parang/005.jpg,batik,1,Yogyakarta_Parang,development,113,1
fd0c795decdf,dataset_batik/batik/Yogyakarta_Parang/006.jpg,batik,1,Yogyakarta_Parang,development,114,1
bdad9f0a9e63,dataset_batik/batik/Yogyakarta_Parang/007.jpg,batik,1,Yogyakarta_Parang,development,115,1
fb19d7075d8a,dataset_batik/batik/Yogyakarta_Parang/008.jpg,batik,1,Yogyakarta_Parang,development,116,1
aa85c99944f2,dataset_batik/batik/Yogyakarta_Parang/009.jpg,batik,1,Yogyakarta_Parang,development,117,3
5bfe72414caf,dataset_batik/batik/batik pekalongan/pekalongan1.jpg,batik,1,batik pekalongan,development,118,1
74dfb64fde15,dataset_batik/batik/batik pekalongan/pekalongan2.jpg,batik,1,batik pekalongan,development,119,1
cba62b260aa8,dataset_batik/batik/batik pekalongan/pekalongan3.jpg,batik,1,batik pekalongan,development,120,1
e9fea915240b,dataset_batik/batik/batik pekalongan/pekalongan4.jpg,batik,1,batik pekalongan,development,121,1
6900868add34,dataset_batik/batik/batik pekalongan/pekalongan5.jpg,batik,1,batik pekalongan,development,122,1
a234e5ca3e30,dataset_batik/batik/batik semarangan/semarangan1.jpg,batik,1,batik semarangan,development,123,1
f745452e50e3,dataset_batik/batik/batik semarangan/semarangan2.jpg,batik,1,batik semarangan,development,124,1
1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,development,126,2
028b7571da11,dataset_batik/batik/batik semarangan/semarangan4.jpg,batik,1,batik semarangan,development,125,1
9ca0fa064166,dataset_batik/batik/batik semarangan/semarangan5.jpg,batik,1,batik semarangan,development,126,2
24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,development,127,1
f11fc60776fe,dataset_batik/batik/batik solo/solo2.jpg,batik,1,batik solo,development,128,1
e0dbc911eac7,dataset_batik/batik/batik solo/solo4.jpg,batik,1,batik solo,development,129,1
0fd5923aff43,dataset_batik/batik/batik solo/solo5.jpg,batik,1,batik solo,development,130,1
1c522c3d0bdc,dataset_batik/non_batik/bunga_nonbatik/bunga (1).png,non_batik,0,bunga_nonbatik,development,131,1
3424f5620431,dataset_batik/non_batik/bunga_nonbatik/bunga (10).png,non_batik,0,bunga_nonbatik,development,132,1
ed293cabd087,dataset_batik/non_batik/bunga_nonbatik/bunga (2).png,non_batik,0,bunga_nonbatik,development,133,1
f190f4ab82fd,dataset_batik/non_batik/bunga_nonbatik/bunga (3).png,non_batik,0,bunga_nonbatik,development,134,1
7a26d7e18b89,dataset_batik/non_batik/bunga_nonbatik/bunga (4).png,non_batik,0,bunga_nonbatik,development,135,1
21b7b85d4086,dataset_batik/non_batik/bunga_nonbatik/bunga (5).png,non_batik,0,bunga_nonbatik,development,136,1
bc0863dfd9c1,dataset_batik/non_batik/bunga_nonbatik/bunga (6).png,non_batik,0,bunga_nonbatik,development,137,1
eac540cba307,dataset_batik/non_batik/bunga_nonbatik/bunga (7).png,non_batik,0,bunga_nonbatik,development,138,1
db4135d30eec,dataset_batik/non_batik/bunga_nonbatik/bunga (8).png,non_batik,0,bunga_nonbatik,development,139,1
c9420c985ea9,dataset_batik/non_batik/bunga_nonbatik/bunga (9).png,non_batik,0,bunga_nonbatik,development,140,1
3d5238641255,dataset_batik/non_batik/bunga_nonbatik/bunga1.jpg,non_batik,0,bunga_nonbatik,development,141,1
62ac50dcc85a,dataset_batik/non_batik/bunga_nonbatik/bunga2.jpg,non_batik,0,bunga_nonbatik,development,142,1
1f9fa02cb0e6,dataset_batik/non_batik/bunga_nonbatik/bunga3.webp,non_batik,0,bunga_nonbatik,development,143,1
c5761d229b6c,dataset_batik/non_batik/garis/garis1 (1).jpg,non_batik,0,garis,development,144,1
e7a78b6680b5,dataset_batik/non_batik/garis/garis1 (2).jpg,non_batik,0,garis,development,145,1
bbcc043171d4,dataset_batik/non_batik/garis/garis1 (3).jpg,non_batik,0,garis,development,146,1
c11183e9d1cd,dataset_batik/non_batik/garis/garis1 (4).jpg,non_batik,0,garis,development,147,1
c1afa12764cf,dataset_batik/non_batik/garis/garis1 (5).jpg,non_batik,0,garis,development,148,1
4b2cb2577a69,dataset_batik/non_batik/geometris/geometris (1).png,non_batik,0,geometris,development,149,1
92deccab5470,dataset_batik/non_batik/geometris/geometris (10).png,non_batik,0,geometris,development,150,1
f6b3418e39a1,dataset_batik/non_batik/geometris/geometris (2).png,non_batik,0,geometris,development,151,1
9dd396e5e2cf,dataset_batik/non_batik/geometris/geometris (3).png,non_batik,0,geometris,development,152,1
d9276d559999,dataset_batik/non_batik/geometris/geometris (4).png,non_batik,0,geometris,development,153,1
2147c3827a53,dataset_batik/non_batik/geometris/geometris (5).png,non_batik,0,geometris,development,154,1
41c663680f51,dataset_batik/non_batik/geometris/geometris (6).png,non_batik,0,geometris,development,155,1
fc6da929304d,dataset_batik/non_batik/geometris/geometris (7).png,non_batik,0,geometris,development,156,1
f88b483bd98e,dataset_batik/non_batik/geometris/geometris (8).png,non_batik,0,geometris,development,157,1
3d11a9f87152,dataset_batik/non_batik/geometris/geometris (9).png,non_batik,0,geometris,development,158,1
0ce96dcf1e27,dataset_batik/non_batik/kotak/kotak2.jpg,non_batik,0,kotak,development,159,1
9a27b470f78d,dataset_batik/non_batik/kotak/kotak3.png,non_batik,0,kotak,development,160,1
bcabfe0310f4,dataset_batik/non_batik/kotak/kotak4.jpg,non_batik,0,kotak,development,161,1
648259d35596,dataset_batik/non_batik/kotak/kotak5.jpg,non_batik,0,kotak,development,162,1
8050e3061ee9,dataset_batik/non_batik/modern/modern (1).png,non_batik,0,modern,development,163,1
5749ecfbcd39,dataset_batik/non_batik/modern/modern (10).png,non_batik,0,modern,development,164,1
bb5154fad02f,dataset_batik/non_batik/modern/modern (2).png,non_batik,0,modern,development,165,1
33eb73d4c302,dataset_batik/non_batik/modern/modern (3).png,non_batik,0,modern,development,166,1
a7f92f18470f,dataset_batik/non_batik/modern/modern (4).png,non_batik,0,modern,development,167,1
3ca855a91edc,dataset_batik/non_batik/modern/modern (5).png,non_batik,0,modern,development,168,1
699c4602a8e0,dataset_batik/non_batik/modern/modern (6).png,non_batik,0,modern,development,169,1
ad3de2744108,dataset_batik/non_batik/modern/modern (7).png,non_batik,0,modern,development,170,1
3f3ad4376dd0,dataset_batik/non_batik/modern/modern (8).png,non_batik,0,modern,development,171,1
6a5fca546dc0,dataset_batik/non_batik/modern/modern (9).png,non_batik,0,modern,development,172,1
ffeae644af12,dataset_batik/non_batik/polkadot/polkadot4.jpg,non_batik,0,polkadot,development,173,1
4bd0134802da,dataset_batik/non_batik/polkadot/polkadot5.jpg,non_batik,0,polkadot,development,174,1
3c1f730579dc,dataset_batik/non_batik/polos/polos (1).png,non_batik,0,polos,development,175,1
5f82b8c47ed9,dataset_batik/non_batik/polos/polos (10).png,non_batik,0,polos,development,176,1
1937342e6d3a,dataset_batik/non_batik/polos/polos (2).png,non_batik,0,polos,development,177,1
51819fbbc26f,dataset_batik/non_batik/polos/polos (3).png,non_batik,0,polos,development,178,1
378df26e0ccb,dataset_batik/non_batik/polos/polos (4).png,non_batik,0,polos,development,179,1
d5ce7ee1e352,dataset_batik/non_batik/polos/polos (5).png,non_batik,0,polos,development,180,1
27a1a686fc67,dataset_batik/non_batik/polos/polos (6).png,non_batik,0,polos,development,181,1
6b6b7bdfe34a,dataset_batik/non_batik/polos/polos (7).png,non_batik,0,polos,development,182,1
3b5356f36723,dataset_batik/non_batik/polos/polos (8).png,non_batik,0,polos,development,183,1
0ed496d9169c,dataset_batik/non_batik/polos/polos (9).png,non_batik,0,polos,development,184,1
c9fffdb4983d,dataset_batik/non_batik/tenun/tenun (1).png,non_batik,0,tenun,development,185,1
0b857a24ecf0,dataset_batik/non_batik/tenun/tenun (10).png,non_batik,0,tenun,development,186,1
b2131a29e3e4,dataset_batik/non_batik/tenun/tenun (2).png,non_batik,0,tenun,development,187,1
d916f3c4756e,dataset_batik/non_batik/tenun/tenun (3).png,non_batik,0,tenun,development,188,1
3db82daf6e86,dataset_batik/non_batik/tenun/tenun (4).png,non_batik,0,tenun,development,189,1
e6a8630feb76,dataset_batik/non_batik/tenun/tenun (5).png,non_batik,0,tenun,development,190,1
be63966ec5ec,dataset_batik/non_batik/tenun/tenun (6).png,non_batik,0,tenun,development,191,1
31a7bede42b0,dataset_batik/non_batik/tenun/tenun (7).png,non_batik,0,tenun,development,192,1
372c786cc900,dataset_batik/non_batik/tenun/tenun (8).png,non_batik,0,tenun,development,193,1
dac06cb81326,dataset_batik/non_batik/tenun/tenun (9).png,non_batik,0,tenun,development,194,1
5e313c37e67c,uji_eksternal/batik/batik_betawi (1).jpg,batik,1,betawi,external,195,1
039e17bfd050,uji_eksternal/batik/batik_betawi (2).jpg,batik,1,betawi,external,196,1
ff670d416aef,uji_eksternal/batik/batik_betawi (3).jpg,batik,1,betawi,external,197,1
4e986ca1be95,uji_eksternal/batik/batik_betawi (4).jpg,batik,1,betawi,external,198,1
f4bdf9026daa,uji_eksternal/batik/batik_betawi (5).jpg,batik,1,betawi,external,199,1
59951c6bc4f8,uji_eksternal/batik/batik_kalimantan_dayak (1).jpg,batik,1,kalimantan_dayak,external,200,1
ab70f9f67280,uji_eksternal/batik/batik_kalimantan_dayak (2).jpg,batik,1,kalimantan_dayak,external,201,1
2c2e68b53f79,uji_eksternal/batik/batik_kalimantan_dayak (3).jpg,batik,1,kalimantan_dayak,external,202,1
ad545f1293fb,uji_eksternal/batik/batik_kalimantan_dayak (4).jpg,batik,1,kalimantan_dayak,external,203,1
3efb393bd163,uji_eksternal/batik/batik_kalimantan_dayak (5).jpg,batik,1,kalimantan_dayak,external,204,1
f5557f4df50d,uji_eksternal/batik/batik_kawung (2).jpg,batik,1,kawung,external,205,1
a5540334496f,uji_eksternal/batik/batik_kawung (4).jpg,batik,1,kawung,external,206,1
502785cb65a6,uji_eksternal/batik/batik_kawung (5).jpg,batik,1,kawung,external,207,1
89c37681bdce,uji_eksternal/batik/batik_kawung.jpg,batik,1,kawung,external,208,1
9ddb5031d344,uji_eksternal/batik/batik_kawung.png,batik,1,kawung,external,209,1
2d90ff3d23ac,uji_eksternal/batik/batik_megamendung (1).jpg,batik,1,megamendung,external,210,1
683e695a74b3,uji_eksternal/batik/batik_megamendung (1).webp,batik,1,megamendung,external,211,1
4d377f1d5852,uji_eksternal/batik/batik_megamendung (2).jpg,batik,1,megamendung,external,212,1
3c0cee524fa2,uji_eksternal/batik/batik_megamendung (4).jpg,batik,1,megamendung,external,213,1
3e23d6307120,uji_eksternal/batik/batik_megamendung (5).jpg,batik,1,megamendung,external,214,1
f84a7bc29c7a,uji_eksternal/batik/batik_parang (2).jpg,batik,1,parang,external,215,1
098b89a01667,uji_eksternal/batik/batik_parang (3).jpg,batik,1,parang,external,216,1
88b348474585,uji_eksternal/batik/batik_parang (4).jpg,batik,1,parang,external,217,1
d4f5114d7f29,uji_eksternal/batik/batik_parang (5).jpg,batik,1,parang,external,218,1
d9c7129b2e6d,uji_eksternal/batik/batik_parang.jpg,batik,1,parang,external,219,1
e0afadad4217,uji_eksternal/batik/batik_sogan (1).jpg,batik,1,sogan,external,220,1
8de9e044b85d,uji_eksternal/batik/batik_sogan (2).jpg,batik,1,sogan,external,221,1
7bbeb917afc1,uji_eksternal/batik/batik_sogan (3).jpg,batik,1,sogan,external,222,1
2647481a9091,uji_eksternal/batik/batik_sogan (4).jpg,batik,1,sogan,external,223,1
6f79eddb99bb,uji_eksternal/batik/batik_sogan (5).jpg,batik,1,sogan,external,224,1
64e9d289ebb7,uji_eksternal/non_batik/flanel_kotak (1).jpg,non_batik,0,kotak,external,225,1
a2035c59c173,uji_eksternal/non_batik/flanel_kotak (2).jpg,non_batik,0,kotak,external,226,1
08877e0d0bd2,uji_eksternal/non_batik/flanel_kotak (3).jpg,non_batik,0,kotak,external,227,1
e52e0d23ca2d,uji_eksternal/non_batik/kain_bunga (1).jpg,non_batik,0,bunga,external,228,1
1600b15747c7,uji_eksternal/non_batik/kain_bunga (2).jpg,non_batik,0,bunga,external,229,1
4d13e58e5a18,uji_eksternal/non_batik/kain_bunga (3).jpg,non_batik,0,bunga,external,230,1
8e95091d7820,uji_eksternal/non_batik/kain_bunga (4).jpg,non_batik,0,bunga,external,231,1
4f9c1a9eb14b,uji_eksternal/non_batik/kain_fabric (1).jpg,non_batik,0,fabric,external,232,1
a3e4b20c7284,uji_eksternal/non_batik/kain_fabric (2).jpg,non_batik,0,fabric,external,233,1
5a1eb2eb9bf9,uji_eksternal/non_batik/kain_fabric (3).jpg,non_batik,0,fabric,external,234,1
c7b422c60277,uji_eksternal/non_batik/kain_kotak (1).jpg,non_batik,0,kotak,external,235,1
e9dd024cd6bf,uji_eksternal/non_batik/kain_kotak (1).png,non_batik,0,kotak,external,236,1
bd8dadf9fd4f,uji_eksternal/non_batik/kain_kotak (2).jpg,non_batik,0,kotak,external,237,1
28ba89a366ea,uji_eksternal/non_batik/kain_kotak (3).jpg,non_batik,0,kotak,external,238,1
